,dish_type,price,star,comment_num,location
2881,其他美食,50,4,334,徐汇区
2882,其他美食,98,4,93,静安区
2883,其他美食,3048,4,5,静安区
2884,其他美食,77,4,252,浦东新区
2885,其他美食,62,4,215,闵行区
2886,其他美食,100,4,0,虹口区
2887,其他美食,119,4,91,浦东新区
2888,其他美食,105,5,344,普陀区
2889,其他美食,227,4,0,长宁区
2890,其他美食,74,4,222,静安区
2891,其他美食,90,4,50,宝山区
2892,其他美食,0,3,0,其他区
2893,其他美食,30,4,260,浦东新区
2894,其他美食,50,3,329,黄浦区
2895,川湘菜,71,3,65,其他区
2896,川湘菜,58,4,6098,浦东新区
2897,川湘菜,57,4,3577,青浦区
2898,川湘菜,92,3,92,青浦区
2899,川湘菜,55,4,3194,松江区
2900,川湘菜,81,5,3894,普陀区
2901,川湘菜,116,4,8,黄浦区
2902,川湘菜,59,4,6022,嘉定区
2903,川湘菜,127,5,5282,浦东新区
2904,川湘菜,88,4,91,浦东新区
2905,川湘菜,81,4,7599,奉贤区
2906,川湘菜,82,4,4659,杨浦区
2907,川湘菜,0,3,0,青浦区
2908,川湘菜,55,4,2329,宝山区
2909,川湘菜,51,4,3980,宝山区
2910,蛋糕甜点,19,4,1013,奉贤区
2911,蛋糕甜点,37,4,116,宝山区
2912,蛋糕甜点,0,5,70,青浦区
2913,蛋糕甜点,124,4,190,黄浦区
2914,蛋糕甜点,18,4,46,普陀区
2915,蛋糕甜点,37,4,225,静安区
2916,蛋糕甜点,88,5,179,浦东新区
2917,蛋糕甜点,49,5,1001,金山区
2918,蛋糕甜点,192,4,359,浦东新区
2919,蛋糕甜点,119,4,157,松江区
2920,蛋糕甜点,0,4,26,闵行区
2921,蛋糕甜点,0,4,92,金山区
2922,蛋糕甜点,28,4,85,徐汇区
2923,蛋糕甜点,77,4,106,闵行区
2924,蛋糕甜点,232,4,53,黄浦区
2925,日本料理,58,3,1,宝山区
2926,日本料理,52,4,522,闵行区
2927,日本料理,80,5,263,宝山区
2928,日本料理,98,3,4,青浦区
2929,日本料理,117,4,4,浦东新区
2930,日本料理,81,4,12,徐汇区
2931,日本料理,126,4,2,静安区
2932,日本料理,116,4,7,宝山区
2933,日本料理,149,3,5,徐汇区
2934,日本料理,260,5,0,长宁区
2935,日本料理,52,4,177,普陀区
2936,日本料理,44,4,0,松江区
2937,日本料理,69,4,4,浦东新区
2938,日本料理,106,4,0,闵行区
2939,日本料理,118,4,10,长宁区
2940,川湘菜,53,4,2,杨浦区
2941,川湘菜,42,5,1883,闵行区
2942,川湘菜,73,4,3972,金山区
2943,川湘菜,49,4,1391,浦东新区
2944,川湘菜,56,4,687,杨浦区
2945,川湘菜,56,4,2043,浦东新区
2946,川湘菜,59,5,438,宝山区
2947,川湘菜,110,4,1328,普陀区
2948,川湘菜,63,3,1808,闵行区
2949,川湘菜,49,4,2712,松江区
2950,川湘菜,81,4,5353,静安区
2951,川湘菜,65,4,1905,嘉定区
2952,川湘菜,43,4,725,浦东新区
2953,川湘菜,42,4,955,浦东新区
2954,川湘菜,63,4,2627,嘉定区
2955,其他美食,323,5,1,黄浦区
2956,其他美食,102,5,1739,徐汇区
2957,其他美食,58,5,370,松江区
2958,其他美食,846,4,0,浦东新区
2959,其他美食,82,5,160,崇明区
2960,其他美食,35,5,46,浦东新区
2961,其他美食,186,4,49,长宁区
2962,其他美食,66,4,101,浦东新区
2963,其他美食,37,4,38,徐汇区
2964,其他美食,79,5,438,浦东新区
2965,其他美食,38,4,38,松江区
2966,其他美食,52,3,236,杨浦区
2967,其他美食,166,4,35,黄浦区
2968,其他美食,57,4,66,嘉定区
2969,其他美食,79,3,170,浦东新区
2970,其他美食,74,5,377,浦东新区
2971,其他美食,68,4,110,奉贤区
2972,其他美食,192,4,359,浦东新区
2973,其他美食,54,4,92,嘉定区
2974,其他美食,71,4,193,闵行区
2975,其他美食,28,4,85,徐汇区
2976,其他美食,69,3,53,松江区
2977,其他美食,95,4,14,静安区
2978,其他美食,63,4,146,宝山区
2979,其他美食,58,4,77,静安区
2980,其他美食,75,4,53,徐汇区
2981,其他美食,140,4,14,长宁区
2982,其他美食,82,4,681,虹口区
2983,其他美食,60,5,55,浦东新区
2984,其他美食,30,4,9,长宁区
2985,江浙菜,30,0,0,嘉定区
2986,江浙菜,106,4,71,徐汇区
2987,江浙菜,114,4,7,浦东新区
2988,江浙菜,116,4,1,嘉定区
2989,江浙菜,83,4,1,虹口区
2990,江浙菜,39,3,0,宝山区
2991,江浙菜,35,3,1,松江区
2992,江浙菜,159,3,4,嘉定区
2993,江浙菜,78,5,827,浦东新区
2994,江浙菜,74,3,0,松江区
2995,江浙菜,121,3,0,嘉定区
2996,江浙菜,80,4,17,宝山区
2997,江浙菜,152,4,9,长宁区
2998,江浙菜,100,3,1,浦东新区
2999,江浙菜,110,5,205,金山区
3000,川湘菜,107,4,4285,黄浦区
3001,川湘菜,49,4,1333,松江区
3002,川湘菜,128,5,1582,黄浦区
3003,川湘菜,68,3,1991,徐汇区
3004,川湘菜,50,4,293,长宁区
3005,川湘菜,50,4,1985,虹口区
3006,川湘菜,58,4,902,浦东新区
3007,川湘菜,64,4,2547,嘉定区
3008,川湘菜,49,4,1149,闵行区
3009,川湘菜,44,5,1541,虹口区
3010,川湘菜,27,4,1231,奉贤区
3011,川湘菜,64,4,1325,金山区
3012,川湘菜,54,5,1450,宝山区
3013,川湘菜,58,5,2543,闵行区
3014,川湘菜,55,4,2172,浦东新区
3015,其他美食,30,4,9,长宁区
3016,其他美食,30,5,261,闵行区
3017,其他美食,55,5,306,黄浦区
3018,其他美食,124,4,17,浦东新区
3019,其他美食,30,4,93,青浦区
3020,其他美食,55,5,50,青浦区
3021,其他美食,55,5,70,闵行区
3022,其他美食,235,4,127,浦东新区
3023,其他美食,74,5,38,闵行区
3024,其他美食,55,5,3016,其他区
3025,其他美食,85,4,37,虹口区
3026,其他美食,81,4,122,嘉定区
3027,其他美食,45,5,55,嘉定区
3028,其他美食,51,5,37,浦东新区
3029,其他美食,109,4,184,浦东新区
3030,川湘菜,57,4,1766,金山区
3031,川湘菜,73,4,1537,黄浦区
3032,川湘菜,51,4,797,松江区
3033,川湘菜,57,4,3481,松江区
3034,川湘菜,57,4,1073,闵行区
3035,川湘菜,81,4,2482,浦东新区
3036,川湘菜,30,4,362,奉贤区
3037,川湘菜,40,3,1,浦东新区
3038,川湘菜,57,4,952,静安区
3039,川湘菜,52,4,1026,杨浦区
3040,川湘菜,43,4,703,青浦区
3041,川湘菜,59,4,887,嘉定区
3042,川湘菜,49,3,1311,普陀区
3043,川湘菜,67,4,754,浦东新区
3044,川湘菜,52,4,285,杨浦区
3045,其他美食,94,4,12,静安区
3046,其他美食,89,4,115,闵行区
3047,其他美食,293,5,44,杨浦区
3048,其他美食,59,4,449,虹口区
3049,其他美食,75,5,412,青浦区
3050,其他美食,89,5,93,普陀区
3051,其他美食,68,4,5,闵行区
3052,其他美食,26,5,224,闵行区
3053,其他美食,69,4,1539,浦东新区
3054,其他美食,55,4,32,奉贤区
3055,其他美食,107,3,3,其他区
3056,其他美食,310,5,177,黄浦区
3057,其他美食,16,4,222,松江区
3058,其他美食,49,5,32,长宁区
3059,其他美食,44,4,20,青浦区
3060,其他美食,44,4,20,青浦区
3061,其他美食,95,5,160,静安区
3062,其他美食,110,4,0,虹口区
3063,其他美食,196,5,36,松江区
3064,其他美食,89,3,0,浦东新区
3065,其他美食,15,3,7,松江区
3066,其他美食,127,5,2399,黄浦区
3067,其他美食,88,5,321,静安区
3068,其他美食,28,3,1,杨浦区
3069,其他美食,367,5,5,浦东新区
3070,其他美食,171,4,17,虹口区
3071,其他美食,82,5,36,其他区
3072,其他美食,120,5,437,浦东新区
3073,其他美食,37,4,46,浦东新区
3074,其他美食,97,4,24,嘉定区
3075,川湘菜,37,5,707,松江区
3076,川湘菜,58,4,1313,闵行区
3077,川湘菜,33,4,689,闵行区
3078,川湘菜,90,3,574,宝山区
3079,川湘菜,53,4,592,闵行区
3080,川湘菜,57,4,525,浦东新区
3081,川湘菜,40,5,486,浦东新区
3082,川湘菜,26,4,398,青浦区
3083,川湘菜,54,4,403,闵行区
3084,川湘菜,50,3,340,杨浦区
3085,川湘菜,56,4,647,虹口区
3086,川湘菜,58,4,2367,松江区
3087,川湘菜,58,3,482,闵行区
3088,川湘菜,64,4,1174,静安区
3089,川湘菜,50,4,387,杨浦区
3090,其他美食,16,4,463,黄浦区
3091,其他美食,5073,4,0,普陀区
3092,其他美食,211,4,5,长宁区
3093,其他美食,77,4,5,其他区
3094,其他美食,23,3,0,奉贤区
3095,其他美食,32,4,47,松江区
3096,其他美食,34,4,20,青浦区
3097,其他美食,44,3,5,杨浦区
3098,其他美食,44,0,2,青浦区
3099,其他美食,60,5,48,奉贤区
3100,其他美食,31,3,0,徐汇区
3101,其他美食,100,5,33,静安区
3102,其他美食,63,4,21,闵行区
3103,其他美食,28,5,85,闵行区
3104,其他美食,73,3,3,奉贤区
3105,江浙菜,152,4,9,长宁区
3106,江浙菜,100,3,1,浦东新区
3107,江浙菜,110,5,205,金山区
3108,江浙菜,58,3,0,浦东新区
3109,江浙菜,55,4,65,浦东新区
3110,江浙菜,44,0,2,青浦区
3111,江浙菜,63,4,21,闵行区
3112,江浙菜,79,5,401,金山区
3113,江浙菜,87,5,12,宝山区
3114,江浙菜,77,3,5,徐汇区
3115,江浙菜,64,3,0,闵行区
3116,江浙菜,90,5,39,虹口区
3117,江浙菜,80,4,14,宝山区
3118,江浙菜,108,4,6,黄浦区
3119,江浙菜,67,4,57,嘉定区
3120,蛋糕甜点,22,4,31,杨浦区
3121,蛋糕甜点,54,4,41,浦东新区
3122,蛋糕甜点,39,4,29,闵行区
3123,蛋糕甜点,15,5,54,宝山区
3124,蛋糕甜点,54,4,53,黄浦区
3125,蛋糕甜点,38,4,12,黄浦区
3126,蛋糕甜点,65,5,158,松江区
3127,蛋糕甜点,0,4,76,闵行区
3128,蛋糕甜点,29,4,8,黄浦区
3129,蛋糕甜点,87,5,26,浦东新区
3130,蛋糕甜点,12,4,128,闵行区
3131,蛋糕甜点,29,4,29,长宁区
3132,蛋糕甜点,159,5,829,徐汇区
3133,蛋糕甜点,25,4,13,松江区
3134,蛋糕甜点,12,4,140,浦东新区
3135,川湘菜,40,4,229,松江区
3136,川湘菜,81,4,1039,黄浦区
3137,川湘菜,43,4,717,闵行区
3138,川湘菜,92,4,403,长宁区
3139,川湘菜,104,4,392,长宁区
3140,川湘菜,93,4,292,浦东新区
3141,川湘菜,34,4,1541,松江区
3142,川湘菜,49,3,213,松江区
3143,川湘菜,39,4,743,松江区
3144,川湘菜,55,4,1717,浦东新区
3145,川湘菜,48,4,121,嘉定区
3146,川湘菜,0,3,4,松江区
3147,川湘菜,72,4,354,黄浦区
3148,川湘菜,76,3,379,徐汇区
3149,川湘菜,51,4,329,浦东新区
3150,其他美食,73,4,100,青浦区
3151,其他美食,73,4,54,松江区
3152,其他美食,66,4,438,松江区
3153,其他美食,39,4,7,浦东新区
3154,其他美食,47,3,0,浦东新区
3155,其他美食,56,4,33,奉贤区
3156,其他美食,56,4,406,松江区
3157,其他美食,271,5,63,闵行区
3158,其他美食,78,5,2103,静安区
3159,其他美食,48,4,935,浦东新区
3160,其他美食,143,4,8,浦东新区
3161,其他美食,59,5,415,宝山区
3162,其他美食,414,5,0,黄浦区
3163,其他美食,273,4,4,徐汇区
3164,其他美食,77,4,72,闵行区
3165,川湘菜,78,4,104,闵行区
3166,川湘菜,54,3,196,宝山区
3167,川湘菜,58,4,1044,松江区
3168,川湘菜,50,4,213,宝山区
3169,川湘菜,41,4,263,浦东新区
3170,川湘菜,60,4,472,宝山区
3171,川湘菜,92,4,188,静安区
3172,川湘菜,50,4,334,徐汇区
3173,川湘菜,43,4,629,浦东新区
3174,川湘菜,48,3,90,杨浦区
3175,川湘菜,58,4,116,静安区
3176,川湘菜,28,4,62,松江区
3177,川湘菜,53,4,178,松江区
3178,川湘菜,96,4,2702,虹口区
3179,川湘菜,57,4,177,浦东新区
3180,其他美食,81,3,19,奉贤区
3181,其他美食,41,5,63,松江区
3182,其他美食,82,5,94,奉贤区
3183,其他美食,43,4,6,松江区
3184,其他美食,71,5,331,嘉定区
3185,其他美食,14,5,254,奉贤区
3186,其他美食,0,3,1,长宁区
3187,其他美食,68,4,285,松江区
3188,其他美食,97,5,34,长宁区
3189,其他美食,43,5,32,静安区
3190,其他美食,35,3,1,松江区
3191,其他美食,112,4,8,闵行区
3192,其他美食,125,3,2,闵行区
3193,其他美食,107,5,588,闵行区
3194,其他美食,0,3,5,金山区
3195,川湘菜,54,4,149,浦东新区
3196,川湘菜,56,3,232,嘉定区
3197,川湘菜,82,4,474,浦东新区
3198,川湘菜,45,4,79,宝山区
3199,川湘菜,60,4,210,松江区
3200,川湘菜,57,5,743,杨浦区
3201,川湘菜,44,5,283,静安区
3202,川湘菜,70,4,249,宝山区
3203,川湘菜,84,4,93,闵行区
3204,川湘菜,71,4,169,浦东新区
3205,川湘菜,55,4,299,宝山区
3206,川湘菜,63,4,97,松江区
3207,川湘菜,52,4,152,浦东新区
3208,川湘菜,44,4,227,松江区
3209,川湘菜,53,4,202,浦东新区
3210,日本料理,77,5,16,嘉定区
3211,日本料理,74,4,15,浦东新区
3212,日本料理,72,4,0,浦东新区
3213,日本料理,265,4,2,浦东新区
3214,日本料理,63,3,0,静安区
3215,日本料理,123,4,3,闵行区
3216,日本料理,132,4,0,静安区
3217,日本料理,118,5,3429,黄浦区
3218,日本料理,68,5,37,浦东新区
3219,日本料理,102,4,38,杨浦区
3220,日本料理,93,4,0,闵行区
3221,日本料理,135,4,6,普陀区
3222,日本料理,236,5,0,浦东新区
3223,日本料理,135,4,9,长宁区
3224,日本料理,23,4,5,静安区
3225,江浙菜,73,3,3,奉贤区
3226,江浙菜,73,4,100,青浦区
3227,江浙菜,59,4,2,青浦区
3228,江浙菜,58,4,29,奉贤区
3229,江浙菜,66,3,11,金山区
3230,江浙菜,66,4,28,浦东新区
3231,江浙菜,73,3,2,金山区
3232,江浙菜,93,5,270,浦东新区
3233,江浙菜,66,3,2,闵行区
3234,江浙菜,35,5,42,浦东新区
3235,江浙菜,73,4,54,松江区
3236,江浙菜,41,3,1,松江区
3237,江浙菜,47,3,0,浦东新区
3238,江浙菜,37,3,21,宝山区
3239,江浙菜,178,3,8,闵行区
3240,其他美食,53,5,375,松江区
3241,其他美食,60,3,0,宝山区
3242,其他美食,44,4,180,浦东新区
3243,其他美食,58,4,63,浦东新区
3244,其他美食,84,3,0,浦东新区
3245,其他美食,66,3,11,金山区
3246,其他美食,72,5,36,其他区
3247,其他美食,41,3,1,松江区
3248,其他美食,200,4,3,宝山区
3249,其他美食,48,3,2,嘉定区
3250,其他美食,63,3,0,嘉定区
3251,其他美食,71,4,14,浦东新区
3252,其他美食,52,5,99,其他区
3253,其他美食,70,4,26,浦东新区
3254,其他美食,57,4,845,虹口区
3255,川湘菜,48,4,883,宝山区
3256,川湘菜,64,4,115,杨浦区
3257,川湘菜,50,5,72,虹口区
3258,川湘菜,64,4,28,普陀区
3259,川湘菜,32,4,73,杨浦区
3260,川湘菜,75,4,36,宝山区
3261,川湘菜,33,5,849,嘉定区
3262,川湘菜,46,5,698,长宁区
3263,川湘菜,44,5,281,浦东新区
3264,川湘菜,59,4,98,浦东新区
3265,川湘菜,74,5,377,浦东新区
3266,川湘菜,18,3,85,杨浦区
3267,川湘菜,57,4,80,浦东新区
3268,川湘菜,96,4,21,杨浦区
3269,川湘菜,60,3,121,浦东新区
3270,日本料理,153,5,376,黄浦区
3271,日本料理,13,3,108,浦东新区
3272,日本料理,225,4,404,长宁区
3273,日本料理,522,5,0,黄浦区
3274,日本料理,36,4,16,青浦区
3275,日本料理,70,3,2,静安区
3276,日本料理,156,4,3,长宁区
3277,日本料理,373,5,261,闵行区
3278,日本料理,345,5,2,浦东新区
3279,日本料理,111,4,7,静安区
3280,日本料理,39,5,9,闵行区
3281,日本料理,70,4,28,徐汇区
3282,日本料理,277,4,1,静安区
3283,日本料理,125,3,24,徐汇区
3284,日本料理,362,4,5,虹口区
3285,其他美食,76,4,8,嘉定区
3286,其他美食,88,3,0,嘉定区
3287,其他美食,87,4,17,浦东新区
3288,其他美食,77,3,16,松江区
3289,其他美食,64,3,57,浦东新区
3290,其他美食,20,3,6,奉贤区
3291,其他美食,85,4,20,静安区
3292,其他美食,58,3,1,其他区
3293,其他美食,30,3,15,青浦区
3294,其他美食,72,4,323,浦东新区
3295,其他美食,80,4,19,杨浦区
3296,其他美食,80,4,12,松江区
3297,其他美食,84,3,43,金山区
3298,其他美食,29,4,6,宝山区
3299,其他美食,67,5,85,闵行区
3300,川湘菜,45,4,268,闵行区
3301,川湘菜,67,4,833,长宁区
3302,川湘菜,74,4,17,闵行区
3303,川湘菜,55,3,245,宝山区
3304,川湘菜,55,5,70,闵行区
3305,川湘菜,74,5,38,闵行区
3306,川湘菜,50,5,639,浦东新区
3307,川湘菜,48,5,92,金山区
3308,川湘菜,57,4,327,嘉定区
3309,川湘菜,49,5,639,徐汇区
3310,川湘菜,54,4,25,浦东新区
3311,川湘菜,48,4,30,宝山区
3312,川湘菜,76,5,237,浦东新区
3313,川湘菜,51,5,37,浦东新区
3314,川湘菜,70,4,533,徐汇区
3315,川湘菜,59,4,17,黄浦区
3316,川湘菜,45,4,6,普陀区
3317,川湘菜,56,4,13,闵行区
3318,川湘菜,88,3,66,虹口区
3319,川湘菜,57,4,406,浦东新区
3320,川湘菜,68,4,2651,金山区
3321,川湘菜,67,5,2016,长宁区
3322,川湘菜,61,4,554,杨浦区
3323,川湘菜,46,4,224,浦东新区
3324,川湘菜,42,5,667,浦东新区
3325,川湘菜,40,3,5,松江区
3326,川湘菜,53,5,580,闵行区
3327,川湘菜,66,5,245,虹口区
3328,川湘菜,79,5,875,浦东新区
3329,川湘菜,70,3,85,静安区
3330,其他美食,67,5,85,闵行区
3331,其他美食,31,4,3,浦东新区
3332,其他美食,106,4,232,宝山区
3333,其他美食,94,4,72,嘉定区
3334,其他美食,63,4,57,松江区
3335,其他美食,73,4,146,浦东新区
3336,其他美食,65,4,19,其他区
3337,其他美食,121,4,38,虹口区
3338,其他美食,45,3,4,宝山区
3339,其他美食,43,4,45,浦东新区
3340,其他美食,106,4,7,静安区
3341,其他美食,55,4,21,嘉定区
3342,其他美食,57,4,184,静安区
3343,其他美食,67,4,130,浦东新区
3344,其他美食,293,4,10,长宁区
3345,蛋糕甜点,189,4,45,黄浦区
3346,蛋糕甜点,83,4,92,浦东新区
3347,蛋糕甜点,33,4,92,长宁区
3348,蛋糕甜点,0,5,38,浦东新区
3349,蛋糕甜点,0,3,9,松江区
3350,蛋糕甜点,25,4,38,青浦区
3351,蛋糕甜点,28,4,22,长宁区
3352,蛋糕甜点,27,4,11,浦东新区
3353,蛋糕甜点,15,5,42,浦东新区
3354,蛋糕甜点,24,4,9,闵行区
3355,蛋糕甜点,30,3,189,浦东新区
3356,蛋糕甜点,49,4,215,浦东新区
3357,蛋糕甜点,79,5,390,浦东新区
3358,蛋糕甜点,16,4,25,松江区
3359,蛋糕甜点,63,4,19,浦东新区
3360,川湘菜,70,3,85,静安区
3361,川湘菜,66,5,55,徐汇区
3362,川湘菜,53,4,57,嘉定区
3363,川湘菜,49,4,16,嘉定区
3364,川湘菜,79,4,102,嘉定区
3365,川湘菜,71,5,3923,黄浦区
3366,川湘菜,30,4,34,嘉定区
3367,川湘菜,99,4,119,黄浦区
3368,川湘菜,60,4,14,松江区
3369,川湘菜,67,4,0,黄浦区
3370,川湘菜,56,5,159,宝山区
3371,川湘菜,28,3,1,杨浦区
3372,川湘菜,31,4,338,长宁区
3373,川湘菜,30,4,50,松江区
3374,川湘菜,59,0,10,浦东新区
3375,其他美食,68,4,3,浦东新区
3376,其他美食,77,4,39,静安区
3377,其他美食,45,3,5,闵行区
3378,其他美食,38,3,1,杨浦区
3379,其他美食,65,4,14,嘉定区
3380,其他美食,826,5,0,长宁区
3381,其他美食,190,4,4,长宁区
3382,其他美食,57,3,9,闵行区
3383,其他美食,439,5,1,虹口区
3384,其他美食,136,5,528,长宁区
3385,其他美食,47,4,4,宝山区
3386,其他美食,68,4,38,松江区
3387,其他美食,68,3,1,松江区
3388,其他美食,64,4,115,浦东新区
3389,其他美食,0,3,3,浦东新区
3390,江浙菜,73,4,54,松江区
3391,江浙菜,41,3,1,松江区
3392,江浙菜,47,3,0,浦东新区
3393,江浙菜,37,3,21,宝山区
3394,江浙菜,178,3,8,闵行区
3395,江浙菜,75,4,450,杨浦区
3396,江浙菜,101,4,161,奉贤区
3397,江浙菜,52,4,2,嘉定区
3398,江浙菜,56,4,33,奉贤区
3399,江浙菜,35,3,0,金山区
3400,江浙菜,56,4,406,松江区
3401,江浙菜,53,5,39,青浦区
3402,江浙菜,74,3,2,嘉定区
3403,江浙菜,160,4,119,浦东新区
3404,江浙菜,51,4,78,浦东新区
3405,日本料理,232,4,5,普陀区
3406,日本料理,33,3,50,浦东新区
3407,日本料理,51,3,8,浦东新区
3408,日本料理,74,0,12,闵行区
3409,日本料理,76,3,0,静安区
3410,日本料理,171,5,567,浦东新区
3411,日本料理,35,4,46,闵行区
3412,日本料理,259,4,15,嘉定区
3413,日本料理,101,5,38,金山区
3414,日本料理,196,4,24,浦东新区
3415,日本料理,139,4,22,嘉定区
3416,日本料理,245,4,41,长宁区
3417,日本料理,74,4,1,静安区
3418,日本料理,82,5,44,浦东新区
3419,日本料理,257,4,35,闵行区
3420,川湘菜,74,3,80,浦东新区
3421,川湘菜,71,5,196,闵行区
3422,川湘菜,75,5,109,松江区
3423,川湘菜,70,0,1,金山区
3424,川湘菜,50,3,0,浦东新区
3425,川湘菜,116,4,20,浦东新区
3426,川湘菜,71,4,17,闵行区
3427,川湘菜,43,3,5,青浦区
3428,川湘菜,62,5,558,静安区
3429,川湘菜,75,4,497,闵行区
3430,川湘菜,61,5,51,闵行区
3431,川湘菜,69,5,28,闵行区
3432,川湘菜,101,3,156,松江区
3433,川湘菜,45,5,762,浦东新区
3434,川湘菜,70,3,2,浦东新区
3435,其他美食,88,4,2,闵行区
3436,其他美食,80,4,41,普陀区
3437,其他美食,17,5,130,金山区
3438,其他美食,90,5,62,徐汇区
3439,其他美食,64,4,309,松江区
3440,其他美食,56,3,7,嘉定区
3441,其他美食,19,4,312,金山区
3442,其他美食,70,3,7,浦东新区
3443,其他美食,49,5,514,闵行区
3444,其他美食,114,4,9,徐汇区
3445,其他美食,37,5,183,杨浦区
3446,其他美食,98,4,4,静安区
3447,其他美食,48,0,6,徐汇区
3448,其他美食,113,4,17,徐汇区
3449,其他美食,51,4,376,浦东新区
3450,日本料理,102,3,1,长宁区
3451,日本料理,106,4,16,松江区
3452,日本料理,146,4,0,长宁区
3453,日本料理,246,3,0,黄浦区
3454,日本料理,108,4,20,松江区
3455,日本料理,176,4,8,黄浦区
3456,日本料理,178,4,2,浦东新区
3457,日本料理,46,4,19,杨浦区
3458,日本料理,89,4,3,徐汇区
3459,日本料理,63,4,10,黄浦区
3460,日本料理,187,4,1,徐汇区
3461,日本料理,115,4,3,静安区
3462,日本料理,220,5,0,长宁区
3463,日本料理,191,4,17,黄浦区
3464,日本料理,145,4,4,金山区
3465,川湘菜,82,4,53,松江区
3466,川湘菜,68,5,445,松江区
3467,川湘菜,54,4,105,宝山区
3468,川湘菜,94,3,8,浦东新区
3469,川湘菜,85,3,15,闵行区
3470,川湘菜,84,3,15,松江区
3471,川湘菜,34,3,9,松江区
3472,川湘菜,69,4,0,闵行区
3473,川湘菜,88,3,9,静安区
3474,川湘菜,0,4,8,松江区
3475,川湘菜,46,5,1388,浦东新区
3476,川湘菜,85,4,5,杨浦区
3477,川湘菜,252,5,0,黄浦区
3478,川湘菜,160,4,0,浦东新区
3479,川湘菜,96,4,16,闵行区
3480,日本料理,113,4,28,嘉定区
3481,日本料理,198,4,0,徐汇区
3482,日本料理,55,4,0,虹口区
3483,日本料理,98,4,0,长宁区
3484,日本料理,248,4,8,浦东新区
3485,日本料理,114,4,8,长宁区
3486,日本料理,133,4,9,浦东新区
3487,日本料理,271,5,2,浦东新区
3488,日本料理,112,5,41,宝山区
3489,日本料理,380,5,2,徐汇区
3490,日本料理,131,4,6,黄浦区
3491,日本料理,108,4,1,普陀区
3492,日本料理,292,4,147,奉贤区
3493,日本料理,110,4,1,浦东新区
3494,日本料理,219,4,0,闵行区
3495,其他美食,128,4,4,浦东新区
3496,其他美食,10,3,6,青浦区
3497,其他美食,77,5,59,徐汇区
3498,其他美食,33,4,593,浦东新区
3499,其他美食,58,4,22,宝山区
3500,其他美食,101,4,761,徐汇区
3501,其他美食,284,4,1,闵行区
3502,其他美食,44,3,0,闵行区
3503,其他美食,91,4,58,宝山区
3504,其他美食,70,3,3,闵行区
3505,其他美食,72,3,937,金山区
3506,其他美食,64,5,55,浦东新区
3507,其他美食,77,5,377,长宁区
3508,其他美食,206,4,14,徐汇区
3509,其他美食,50,4,0,浦东新区
3510,川湘菜,77,0,1,静安区
3511,川湘菜,69,3,2,闵行区
3512,川湘菜,49,5,385,青浦区
3513,川湘菜,73,5,41,浦东新区
3514,川湘菜,37,3,1,金山区
3515,川湘菜,107,4,8,虹口区
3516,川湘菜,84,4,99,青浦区
3517,川湘菜,57,4,9,闵行区
3518,川湘菜,41,3,3,松江区
3519,川湘菜,72,5,1169,杨浦区
3520,川湘菜,67,4,23,松江区
3521,川湘菜,47,4,188,浦东新区
3522,川湘菜,86,4,4,浦东新区
3523,川湘菜,28,4,23,嘉定区
3524,川湘菜,53,3,19,普陀区
3525,日本料理,125,4,2,长宁区
3526,日本料理,67,4,3,长宁区
3527,日本料理,130,4,3,浦东新区
3528,日本料理,159,5,5,浦东新区
3529,日本料理,69,3,4,闵行区
3530,日本料理,158,4,0,静安区
3531,日本料理,172,5,0,长宁区
3532,日本料理,100,5,0,闵行区
3533,日本料理,123,5,1,浦东新区
3534,日本料理,131,4,0,黄浦区
3535,日本料理,48,3,3,宝山区
3536,日本料理,149,4,1,浦东新区
3537,日本料理,84,4,7,宝山区
3538,日本料理,91,5,40,虹口区
3539,日本料理,155,4,4,闵行区
3540,其他美食,81,4,98,浦东新区
3541,其他美食,25,4,417,虹口区
3542,其他美食,96,4,130,长宁区
3543,其他美食,50,4,60,奉贤区
3544,其他美食,76,4,100,静安区
3545,其他美食,83,4,31,闵行区
3546,其他美食,90,5,144,闵行区
3547,其他美食,76,4,39,浦东新区
3548,其他美食,179,5,49,徐汇区
3549,其他美食,102,4,30,宝山区
3550,其他美食,29,5,167,普陀区
3551,其他美食,55,5,110,浦东新区
3552,其他美食,127,4,3,静安区
3553,其他美食,48,3,3,奉贤区
3554,其他美食,50,3,3,浦东新区
3555,江浙菜,81,3,19,奉贤区
3556,江浙菜,264,4,39,静安区
3557,江浙菜,61,4,121,嘉定区
3558,江浙菜,99,4,25,青浦区
3559,江浙菜,67,5,95,松江区
3560,江浙菜,200,4,3,宝山区
3561,江浙菜,58,3,1,其他区
3562,江浙菜,133,4,16,黄浦区
3563,江浙菜,101,4,12,静安区
3564,江浙菜,48,5,514,金山区
3565,江浙菜,147,4,18,浦东新区
3566,江浙菜,70,4,26,浦东新区
3567,江浙菜,80,4,19,杨浦区
3568,江浙菜,88,4,11,浦东新区
3569,江浙菜,80,4,12,松江区
3570,日本料理,100,3,0,闵行区
3571,日本料理,126,4,10,闵行区
3572,日本料理,79,4,1,闵行区
3573,日本料理,38,3,0,普陀区
3574,日本料理,53,4,12,黄浦区
3575,日本料理,70,4,189,徐汇区
3576,日本料理,102,4,15,杨浦区
3577,日本料理,44,3,0,浦东新区
3578,日本料理,95,3,0,闵行区
