,dish_type,price,star,comment_num,location
8245,烧烤烤肉,60,3,408,徐汇区
8246,烧烤烤肉,107,3,0,浦东新区
8247,烧烤烤肉,103,3,407,静安区
8248,烧烤烤肉,68,4,245,浦东新区
8249,烧烤烤肉,99,5,10,闵行区
8250,烧烤烤肉,73,4,3783,奉贤区
8251,烧烤烤肉,93,4,369,宝山区
8252,西餐,127,4,76,奉贤区
8253,西餐,237,4,20,徐汇区
8254,西餐,111,4,5,浦东新区
8255,西餐,25,4,7,闵行区
8256,西餐,63,4,0,黄浦区
8257,西餐,117,4,0,嘉定区
8258,西餐,149,4,0,徐汇区
8259,西餐,126,4,0,宝山区
8260,西餐,21,3,8,青浦区
8261,西餐,23,3,1,奉贤区
8262,西餐,362,5,0,黄浦区
8263,西餐,95,0,2,闵行区
8264,西餐,429,5,0,长宁区
8265,西餐,98,0,2,闵行区
8266,西餐,152,4,6,浦东新区
8267,烧烤烤肉,158,4,20,闵行区
8268,烧烤烤肉,162,4,308,浦东新区
8269,烧烤烤肉,75,4,202,徐汇区
8270,烧烤烤肉,104,4,3,静安区
8271,烧烤烤肉,96,4,2400,虹口区
8272,烧烤烤肉,103,4,296,徐汇区
8273,烧烤烤肉,145,4,1,虹口区
8274,烧烤烤肉,55,3,184,徐汇区
8275,烧烤烤肉,85,4,1908,嘉定区
8276,烧烤烤肉,92,5,2601,闵行区
8277,烧烤烤肉,164,5,288,松江区
8278,烧烤烤肉,78,4,193,虹口区
8279,烧烤烤肉,161,5,1,浦东新区
8280,烧烤烤肉,70,5,537,宝山区
8281,烧烤烤肉,72,4,179,闵行区
8282,西餐,181,4,0,静安区
8283,西餐,113,4,0,宝山区
8284,西餐,430,5,0,黄浦区
8285,西餐,102,4,0,闵行区
8286,西餐,161,4,42,徐汇区
8287,西餐,70,5,0,徐汇区
8288,西餐,41,5,84,松江区
8289,西餐,33,4,0,黄浦区
8290,西餐,83,4,2,长宁区
8291,西餐,143,4,3,浦东新区
8292,西餐,68,4,1,普陀区
8293,西餐,114,4,4,奉贤区
8294,西餐,47,4,12,长宁区
8295,西餐,32,3,0,杨浦区
8296,西餐,89,5,0,闵行区
8297,烧烤烤肉,165,4,2,黄浦区
8298,烧烤烤肉,87,4,301,闵行区
8299,烧烤烤肉,41,4,270,奉贤区
8300,烧烤烤肉,108,4,9,徐汇区
8301,烧烤烤肉,83,4,197,宝山区
8302,烧烤烤肉,20,5,1098,青浦区
8303,烧烤烤肉,101,4,198,闵行区
8304,烧烤烤肉,34,4,411,浦东新区
8305,烧烤烤肉,67,4,133,徐汇区
8306,烧烤烤肉,92,4,5,虹口区
8307,烧烤烤肉,30,4,109,奉贤区
8308,烧烤烤肉,85,5,405,闵行区
8309,烧烤烤肉,168,4,8,长宁区
8310,烧烤烤肉,72,4,1361,静安区
8311,烧烤烤肉,58,4,91,闵行区
8312,西餐,100,3,1,金山区
8313,西餐,47,4,0,静安区
8314,西餐,62,4,2,闵行区
8315,西餐,54,4,5,虹口区
8316,西餐,49,3,0,宝山区
8317,西餐,13,3,1,嘉定区
8318,西餐,96,3,0,浦东新区
8319,西餐,13,0,0,松江区
8320,西餐,52,3,1,闵行区
8321,西餐,198,4,2,长宁区
8322,西餐,338,4,6,静安区
8323,西餐,44,5,0,黄浦区
8324,西餐,88,4,0,徐汇区
8325,西餐,140,4,0,静安区
8326,西餐,160,4,17,浦东新区
8327,烧烤烤肉,125,5,45,浦东新区
8328,烧烤烤肉,81,3,327,宝山区
8329,烧烤烤肉,38,4,697,奉贤区
8330,烧烤烤肉,168,4,8,长宁区
8331,烧烤烤肉,43,5,376,奉贤区
8332,烧烤烤肉,52,4,56,浦东新区
8333,烧烤烤肉,76,3,6,黄浦区
8334,烧烤烤肉,166,4,72,浦东新区
8335,烧烤烤肉,55,4,299,宝山区
8336,烧烤烤肉,86,4,0,浦东新区
8337,烧烤烤肉,99,4,1229,普陀区
8338,烧烤烤肉,172,4,114,浦东新区
8339,烧烤烤肉,114,5,0,闵行区
8340,烧烤烤肉,52,4,239,松江区
8341,烧烤烤肉,130,4,132,宝山区
8342,西餐,161,5,511,黄浦区
8343,西餐,29,3,0,浦东新区
8344,西餐,91,4,7,浦东新区
8345,西餐,95,4,6,黄浦区
8346,西餐,39,4,8,静安区
8347,西餐,74,4,3,黄浦区
8348,西餐,151,4,2,浦东新区
8349,西餐,53,3,25,青浦区
8350,西餐,92,4,0,徐汇区
8351,西餐,32,4,16,宝山区
8352,西餐,99,4,11,徐汇区
8353,西餐,28,3,1,松江区
8354,西餐,151,4,1,黄浦区
8355,西餐,220,4,16,浦东新区
8356,西餐,80,3,2,浦东新区
8357,西餐,128,3,2,金山区
8358,西餐,186,3,64,浦东新区
8359,西餐,18,4,407,浦东新区
8360,西餐,517,5,9,徐汇区
8361,西餐,162,4,5,静安区
8362,西餐,199,4,16,浦东新区
8363,西餐,81,4,24,黄浦区
8364,西餐,94,4,10,长宁区
8365,西餐,293,3,4,黄浦区
8366,西餐,30,5,107,嘉定区
8367,西餐,88,4,6,长宁区
8368,西餐,42,4,19,嘉定区
8369,西餐,109,4,2,静安区
8370,西餐,65,5,559,宝山区
8371,西餐,70,3,3,闵行区
8372,西餐,289,4,0,静安区
8373,西餐,40,0,0,金山区
8374,西餐,78,3,646,嘉定区
8375,西餐,39,4,399,浦东新区
8376,西餐,231,4,79,静安区
8377,西餐,62,3,23,浦东新区
8378,西餐,45,4,45,徐汇区
8379,西餐,43,3,2,浦东新区
8380,西餐,198,4,10,徐汇区
8381,西餐,48,4,73,闵行区
8382,西餐,36,4,7,嘉定区
8383,西餐,163,4,2,徐汇区
8384,西餐,541,4,4,虹口区
8385,西餐,101,4,25,普陀区
8386,西餐,62,0,1,虹口区
8387,西餐,67,3,9,普陀区
8388,西餐,50,4,0,浦东新区
8389,西餐,85,4,4,长宁区
8390,西餐,89,4,14,虹口区
8391,西餐,150,0,0,静安区
8392,西餐,185,4,0,黄浦区
8393,西餐,135,5,2,闵行区
8394,西餐,20,3,0,杨浦区
8395,西餐,718,5,1,黄浦区
8396,西餐,348,5,0,静安区
8397,西餐,66,3,7,嘉定区
8398,西餐,30,3,1,长宁区
8399,西餐,15,3,52,闵行区
8400,西餐,168,3,0,黄浦区
8401,西餐,118,4,0,浦东新区
8402,西餐,50,5,97,浦东新区
8403,西餐,22,4,1,杨浦区
8404,西餐,103,4,0,青浦区
8405,西餐,55,4,2,长宁区
8406,西餐,153,4,0,闵行区
8407,西餐,242,5,24,静安区
8408,西餐,225,4,5,浦东新区
8409,西餐,30,3,1,奉贤区
8410,西餐,96,4,7,浦东新区
8411,西餐,103,4,8,黄浦区
8412,西餐,62,4,186,松江区
8413,西餐,150,4,10,黄浦区
8414,西餐,78,4,0,浦东新区
8415,西餐,404,0,10,黄浦区
8416,西餐,170,4,2,徐汇区
8417,西餐,30,5,130,杨浦区
8418,西餐,52,4,0,静安区
8419,西餐,60,5,0,徐汇区
8420,西餐,193,5,1,闵行区
8421,西餐,88,4,1,松江区
8422,西餐,30,4,18,松江区
8423,西餐,81,4,30,浦东新区
8424,西餐,113,3,1,浦东新区
8425,西餐,47,4,1,浦东新区
8426,西餐,175,4,4,杨浦区
8427,西餐,144,4,0,静安区
8428,西餐,78,4,18,松江区
8429,西餐,65,4,1,普陀区
8430,西餐,53,4,2,虹口区
8431,西餐,68,4,1,浦东新区
8432,西餐,261,4,2,浦东新区
8433,西餐,236,4,310,闵行区
8434,西餐,118,4,3,黄浦区
8435,西餐,141,4,8,徐汇区
8436,西餐,103,4,4,静安区
8437,西餐,163,4,0,黄浦区
8438,西餐,76,4,1,虹口区
8439,西餐,63,4,0,闵行区
8440,西餐,108,5,1,闵行区
8441,西餐,45,4,4,闵行区
8442,西餐,488,4,80,黄浦区
8443,西餐,228,4,6,杨浦区
8444,西餐,73,4,19,闵行区
8445,西餐,337,5,509,黄浦区
8446,西餐,506,5,0,黄浦区
8447,烧烤烤肉,106,4,19,虹口区
8448,烧烤烤肉,61,4,686,宝山区
8449,烧烤烤肉,39,4,48,浦东新区
8450,烧烤烤肉,126,4,15,闵行区
8451,烧烤烤肉,88,3,366,浦东新区
8452,烧烤烤肉,43,4,211,嘉定区
8453,烧烤烤肉,168,4,7,普陀区
8454,烧烤烤肉,80,4,386,浦东新区
8455,烧烤烤肉,59,4,98,浦东新区
8456,烧烤烤肉,176,4,35,普陀区
8457,烧烤烤肉,105,4,247,长宁区
8458,烧烤烤肉,150,4,85,闵行区
8459,烧烤烤肉,64,4,177,闵行区
8460,烧烤烤肉,17,4,79,松江区
8461,烧烤烤肉,55,4,69,宝山区
8462,西餐,51,5,29,嘉定区
8463,西餐,144,5,0,浦东新区
8464,西餐,146,5,0,浦东新区
8465,西餐,111,3,0,虹口区
8466,西餐,117,4,18,浦东新区
8467,西餐,326,4,0,黄浦区
8468,西餐,98,5,1,闵行区
8469,西餐,77,4,27,黄浦区
8470,西餐,194,0,0,虹口区
8471,西餐,179,4,2,徐汇区
8472,西餐,63,4,52,浦东新区
8473,西餐,59,4,4,浦东新区
8474,西餐,111,4,0,松江区
8475,西餐,23,5,236,松江区
8476,西餐,151,5,33,静安区
8477,烧烤烤肉,176,4,35,普陀区
8478,烧烤烤肉,55,4,69,宝山区
8479,烧烤烤肉,100,4,504,徐汇区
8480,烧烤烤肉,64,4,177,闵行区
8481,烧烤烤肉,81,4,2417,金山区
8482,烧烤烤肉,135,5,465,松江区
8483,烧烤烤肉,202,5,0,闵行区
8484,烧烤烤肉,138,5,681,浦东新区
8485,烧烤烤肉,79,4,345,宝山区
8486,烧烤烤肉,101,5,47,杨浦区
8487,烧烤烤肉,105,4,125,闵行区
8488,烧烤烤肉,48,4,52,松江区
8489,烧烤烤肉,100,4,2,闵行区
8490,烧烤烤肉,215,5,33,黄浦区
8491,烧烤烤肉,171,4,41,长宁区
8492,西餐,61,4,2,徐汇区
8493,西餐,111,4,13,闵行区
8494,西餐,41,5,17,长宁区
8495,西餐,67,4,0,长宁区
8496,西餐,91,5,0,徐汇区
8497,西餐,167,4,4,徐汇区
8498,西餐,93,5,1,嘉定区
8499,西餐,72,3,0,闵行区
8500,西餐,94,5,1,黄浦区
8501,西餐,0,3,0,闵行区
8502,西餐,58,4,16,闵行区
8503,西餐,278,0,1,黄浦区
8504,西餐,55,5,30,青浦区
8505,西餐,51,4,1,徐汇区
8506,西餐,49,4,2,普陀区
8507,烧烤烤肉,130,4,5,青浦区
8508,烧烤烤肉,95,3,121,长宁区
8509,烧烤烤肉,53,5,359,松江区
8510,烧烤烤肉,159,4,29,黄浦区
8511,烧烤烤肉,57,5,47,浦东新区
8512,烧烤烤肉,123,5,110,嘉定区
8513,烧烤烤肉,116,4,0,宝山区
8514,烧烤烤肉,112,5,498,浦东新区
8515,烧烤烤肉,74,5,487,嘉定区
8516,烧烤烤肉,173,4,1,普陀区
8517,烧烤烤肉,0,3,3,浦东新区
8518,烧烤烤肉,40,4,22,奉贤区
8519,烧烤烤肉,90,4,3,黄浦区
8520,烧烤烤肉,53,5,156,闵行区
8521,烧烤烤肉,85,5,368,嘉定区
8522,西餐,48,4,3,浦东新区
8523,西餐,60,4,0,长宁区
8524,西餐,186,4,2,松江区
8525,西餐,315,4,5,黄浦区
8526,西餐,80,3,0,松江区
8527,西餐,70,3,0,嘉定区
8528,西餐,80,4,0,长宁区
8529,西餐,377,4,26,静安区
8530,西餐,191,4,2,徐汇区
8531,西餐,145,3,3,闵行区
8532,西餐,221,4,14,静安区
8533,西餐,104,4,9,黄浦区
8534,西餐,312,3,9,静安区
8535,西餐,82,3,1,徐汇区
8536,西餐,97,4,155,普陀区
8537,烧烤烤肉,104,4,3,长宁区
8538,烧烤烤肉,85,5,368,嘉定区
8539,烧烤烤肉,134,5,104,静安区
8540,烧烤烤肉,90,4,3,黄浦区
8541,烧烤烤肉,89,5,93,普陀区
8542,烧烤烤肉,108,5,43,杨浦区
8543,烧烤烤肉,116,4,53,长宁区
8544,烧烤烤肉,108,5,2542,闵行区
8545,烧烤烤肉,79,4,16,闵行区
8546,烧烤烤肉,72,4,12,静安区
8547,烧烤烤肉,44,4,21,奉贤区
8548,烧烤烤肉,173,4,40,长宁区
8549,烧烤烤肉,116,4,0,宝山区
8550,烧烤烤肉,191,4,111,黄浦区
8551,烧烤烤肉,99,4,13,徐汇区
8552,西餐,98,4,7,浦东新区
8553,西餐,139,4,8,徐汇区
8554,西餐,157,4,9,闵行区
8555,西餐,100,4,1,徐汇区
8556,西餐,177,3,11,闵行区
8557,西餐,74,4,59,虹口区
8558,西餐,17,4,30,宝山区
8559,西餐,205,3,4,浦东新区
8560,西餐,197,4,9,闵行区
8561,西餐,114,4,2,徐汇区
8562,西餐,296,4,3,静安区
8563,西餐,52,4,0,普陀区
8564,西餐,126,4,21,杨浦区
8565,西餐,59,3,6,闵行区
8566,西餐,139,5,0,长宁区
8567,烧烤烤肉,99,4,11,徐汇区
8568,烧烤烤肉,147,5,12,浦东新区
8569,烧烤烤肉,55,3,6,浦东新区
8570,烧烤烤肉,92,4,0,徐汇区
8571,烧烤烤肉,262,4,90,松江区
8572,烧烤烤肉,114,5,304,长宁区
8573,烧烤烤肉,87,4,0,普陀区
8574,烧烤烤肉,51,3,5,静安区
8575,烧烤烤肉,84,3,390,普陀区
8576,烧烤烤肉,462,4,0,黄浦区
8577,烧烤烤肉,77,5,93,闵行区
8578,烧烤烤肉,50,3,6,宝山区
8579,烧烤烤肉,238,4,8,徐汇区
8580,烧烤烤肉,262,4,39,普陀区
8581,烧烤烤肉,24,4,12,闵行区
8582,西餐,325,5,1,徐汇区
8583,西餐,64,3,1,浦东新区
8584,西餐,404,4,16,杨浦区
8585,西餐,78,4,4,杨浦区
8586,西餐,69,4,96,黄浦区
8587,西餐,38,3,1,杨浦区
8588,西餐,79,4,33,嘉定区
8589,西餐,39,3,1,徐汇区
8590,西餐,120,4,228,黄浦区
8591,西餐,98,4,0,徐汇区
8592,西餐,141,4,11,静安区
8593,西餐,50,3,0,浦东新区
8594,西餐,205,3,17,闵行区
8595,西餐,73,4,734,金山区
8596,西餐,70,0,4,闵行区
8597,烧烤烤肉,347,4,14,黄浦区
8598,烧烤烤肉,76,4,37,长宁区
8599,烧烤烤肉,204,4,29,浦东新区
8600,烧烤烤肉,88,4,0,长宁区
8601,烧烤烤肉,83,4,602,青浦区
8602,烧烤烤肉,50,5,175,松江区
8603,烧烤烤肉,435,5,2,闵行区
8604,烧烤烤肉,87,5,48,闵行区
8605,烧烤烤肉,51,4,27,宝山区
8606,烧烤烤肉,0,3,0,长宁区
8607,烧烤烤肉,118,4,16,静安区
8608,烧烤烤肉,65,5,545,闵行区
8609,烧烤烤肉,100,3,0,闵行区
8610,烧烤烤肉,162,5,46,长宁区
8611,烧烤烤肉,77,3,2,静安区
8612,西餐,122,3,0,青浦区
8613,西餐,281,4,0,虹口区
8614,西餐,15,0,186,松江区
8615,西餐,144,4,17,徐汇区
8616,西餐,33,4,96,浦东新区
8617,西餐,88,4,2,闵行区
8618,西餐,52,3,7,普陀区
8619,西餐,116,3,3,嘉定区
8620,西餐,116,0,8,浦东新区
8621,西餐,50,4,0,静安区
8622,西餐,50,3,7,浦东新区
8623,西餐,52,3,16,浦东新区
8624,西餐,127,4,177,黄浦区
8625,西餐,121,4,87,杨浦区
8626,西餐,98,0,90,黄浦区
8627,烧烤烤肉,88,4,0,长宁区
8628,烧烤烤肉,81,4,6,闵行区
8629,烧烤烤肉,73,4,6,长宁区
8630,烧烤烤肉,100,3,0,闵行区
8631,烧烤烤肉,70,3,85,静安区
8632,烧烤烤肉,119,4,29,黄浦区
8633,烧烤烤肉,0,3,0,长宁区
8634,烧烤烤肉,36,5,310,黄浦区
8635,烧烤烤肉,70,4,56,宝山区
8636,烧烤烤肉,87,4,0,虹口区
8637,烧烤烤肉,163,5,794,黄浦区
8638,烧烤烤肉,67,5,169,闵行区
8639,烧烤烤肉,330,4,1,闵行区
8640,烧烤烤肉,250,4,6,浦东新区
8641,烧烤烤肉,241,4,13,金山区
8642,西餐,119,5,463,宝山区
8643,西餐,559,4,1,浦东新区
8644,西餐,40,5,56,金山区
8645,西餐,23,4,54,浦东新区
8646,西餐,39,4,0,长宁区
8647,西餐,71,5,536,长宁区
8648,西餐,181,4,29,静安区
8649,西餐,176,4,18,静安区
8650,西餐,328,3,7,长宁区
8651,西餐,48,3,32,青浦区
8652,西餐,102,4,109,杨浦区
8653,西餐,43,0,62,浦东新区
8654,西餐,78,4,2,徐汇区
8655,西餐,160,4,54,徐汇区
8656,西餐,25,3,0,闵行区
8657,烧烤烤肉,142,4,0,宝山区
8658,烧烤烤肉,142,5,45,静安区
8659,烧烤烤肉,130,4,13,浦东新区
8660,烧烤烤肉,98,4,11,浦东新区
8661,烧烤烤肉,97,4,21,闵行区
8662,烧烤烤肉,96,3,40,青浦区
8663,烧烤烤肉,96,4,11,徐汇区
8664,烧烤烤肉,164,4,12,静安区
8665,烧烤烤肉,87,3,3,嘉定区
8666,烧烤烤肉,136,5,31,浦东新区
8667,烧烤烤肉,65,3,0,嘉定区
8668,烧烤烤肉,84,3,0,杨浦区
8669,烧烤烤肉,236,5,0,闵行区
8670,烧烤烤肉,101,4,12,浦东新区
8671,烧烤烤肉,81,4,3,普陀区
8672,西餐,158,4,2,浦东新区
8673,西餐,56,4,77,长宁区
8674,西餐,314,4,0,静安区
8675,西餐,95,4,1,闵行区
8676,西餐,103,4,11,虹口区
8677,西餐,106,4,15,普陀区
8678,西餐,41,3,27,杨浦区
8679,西餐,118,4,1,普陀区
8680,西餐,34,4,15,浦东新区
8681,西餐,131,4,186,长宁区
8682,西餐,296,5,0,静安区
8683,西餐,108,4,6,黄浦区
8684,西餐,180,4,9,嘉定区
8685,西餐,95,4,2,静安区
8686,西餐,53,4,6,静安区
8687,西餐,165,5,4,虹口区
8688,西餐,108,4,2,长宁区
8689,西餐,295,5,0,黄浦区
8690,西餐,15,3,0,闵行区
8691,西餐,101,5,199,浦东新区
8692,西餐,70,5,25,浦东新区
8693,西餐,292,3,17,徐汇区
8694,西餐,0,3,3,黄浦区
8695,西餐,46,4,4,静安区
8696,西餐,661,4,8,浦东新区
8697,西餐,43,3,2,闵行区
8698,西餐,50,4,19,宝山区
8699,西餐,490,3,0,黄浦区
8700,西餐,59,4,6,浦东新区
8701,西餐,81,4,1,静安区
8702,烧烤烤肉,101,4,12,浦东新区
8703,烧烤烤肉,81,4,3,普陀区
8704,烧烤烤肉,68,3,25,奉贤区
8705,烧烤烤肉,48,3,2,松江区
8706,烧烤烤肉,65,4,496,青浦区
8707,烧烤烤肉,78,3,353,杨浦区
8708,烧烤烤肉,104,4,10,闵行区
8709,烧烤烤肉,96,4,0,徐汇区
8710,烧烤烤肉,61,5,22,杨浦区
8711,烧烤烤肉,92,4,11,松江区
8712,烧烤烤肉,84,3,18,嘉定区
8713,烧烤烤肉,88,4,108,普陀区
8714,烧烤烤肉,102,3,15,虹口区
8715,烧烤烤肉,109,3,17,静安区
8716,烧烤烤肉,130,5,0,静安区
8717,西餐,62,4,69,浦东新区
8718,西餐,325,4,1,黄浦区
8719,西餐,164,4,3,黄浦区
8720,西餐,34,5,58,杨浦区
8721,西餐,73,4,357,黄浦区
8722,西餐,72,4,1,静安区
8723,西餐,83,4,2,青浦区
8724,西餐,41,3,25,徐汇区
8725,西餐,288,5,0,黄浦区
8726,西餐,55,4,156,静安区
8727,西餐,108,4,9,徐汇区
8728,西餐,126,4,17,徐汇区
8729,西餐,50,4,17,松江区
8730,西餐,161,4,0,浦东新区
8731,西餐,286,4,0,闵行区
8732,烧烤烤肉,81,5,53,松江区
8733,烧烤烤肉,102,5,8,浦东新区
8734,烧烤烤肉,71,4,893,浦东新区
8735,烧烤烤肉,49,5,108,金山区
8736,烧烤烤肉,81,4,16,杨浦区
8737,烧烤烤肉,54,4,19,其他区
8738,烧烤烤肉,131,4,9,杨浦区
8739,烧烤烤肉,50,3,8,浦东新区
8740,烧烤烤肉,108,4,10,静安区
8741,烧烤烤肉,107,5,110,浦东新区
8742,烧烤烤肉,114,4,0,浦东新区
8743,烧烤烤肉,69,4,21,嘉定区
8744,烧烤烤肉,28,4,32,金山区
8745,烧烤烤肉,85,4,1,宝山区
8746,烧烤烤肉,96,4,4,杨浦区
8747,西餐,73,4,0,浦东新区
8748,西餐,41,4,21,杨浦区
8749,西餐,150,5,2,静安区
8750,西餐,141,4,0,闵行区
8751,西餐,32,4,33,普陀区
8752,西餐,110,4,0,闵行区
8753,西餐,144,5,4,闵行区
8754,西餐,83,3,0,闵行区
8755,西餐,192,5,4,徐汇区
8756,西餐,33,4,2,虹口区
8757,西餐,155,4,419,黄浦区
8758,西餐,120,4,13,静安区
8759,西餐,74,4,8,宝山区
8760,西餐,59,4,10,闵行区
8761,西餐,78,0,18,嘉定区
8762,烧烤烤肉,83,4,5,闵行区
8763,烧烤烤肉,89,5,1218,杨浦区
8764,烧烤烤肉,125,3,0,浦东新区
8765,烧烤烤肉,58,5,86,嘉定区
8766,烧烤烤肉,79,3,7,浦东新区
8767,烧烤烤肉,74,3,0,静安区
8768,烧烤烤肉,98,3,0,杨浦区
8769,烧烤烤肉,90,3,0,浦东新区
8770,烧烤烤肉,91,3,1,嘉定区
8771,烧烤烤肉,102,3,1,浦东新区
8772,烧烤烤肉,80,3,0,浦东新区
8773,烧烤烤肉,113,4,124,浦东新区
8774,烧烤烤肉,77,4,93,闵行区
8775,烧烤烤肉,20,4,9,松江区
8776,烧烤烤肉,88,3,3,虹口区
8777,西餐,38,4,21,青浦区
8778,西餐,50,3,4,金山区
8779,西餐,20,4,25,其他区
8780,西餐,61,3,3,松江区
8781,西餐,111,4,7,黄浦区
8782,西餐,64,4,0,虹口区
8783,西餐,42,5,82,松江区
8784,西餐,64,4,0,黄浦区
8785,西餐,133,4,1,闵行区
8786,西餐,218,4,0,黄浦区
8787,西餐,210,4,20,徐汇区
8788,西餐,82,3,3,浦东新区
8789,西餐,70,3,1,普陀区
8790,西餐,185,5,4,浦东新区
8791,西餐,87,4,101,青浦区
8792,西餐,291,5,1,嘉定区
8793,西餐,67,3,133,黄浦区
8794,西餐,233,4,0,静安区
8795,西餐,148,4,0,徐汇区
8796,西餐,132,4,41,浦东新区
8797,西餐,76,4,0,静安区
8798,西餐,39,0,0,黄浦区
8799,西餐,125,4,91,普陀区
8800,西餐,93,4,4,闵行区
8801,西餐,178,4,0,长宁区
8802,西餐,82,5,2,浦东新区
8803,西餐,337,4,1,虹口区
8804,西餐,198,3,2,黄浦区
8805,西餐,219,5,1,静安区
8806,西餐,182,4,0,浦东新区
8807,烧烤烤肉,90,5,8,杨浦区
8808,烧烤烤肉,51,3,0,浦东新区
8809,烧烤烤肉,123,4,126,杨浦区
8810,烧烤烤肉,63,4,39,松江区
8811,烧烤烤肉,0,3,0,嘉定区
8812,烧烤烤肉,30,4,33,松江区
8813,烧烤烤肉,42,3,0,长宁区
8814,烧烤烤肉,79,5,223,杨浦区
8815,烧烤烤肉,62,3,2,徐汇区
8816,烧烤烤肉,83,3,4,青浦区
8817,烧烤烤肉,72,3,5,浦东新区
8818,烧烤烤肉,129,4,7,静安区
8819,烧烤烤肉,33,5,1136,徐汇区
8820,烧烤烤肉,137,4,20,静安区
8821,烧烤烤肉,311,4,0,黄浦区
8822,西餐,116,4,0,浦东新区
8823,西餐,43,4,384,黄浦区
8824,西餐,52,5,67,奉贤区
8825,西餐,68,5,82,奉贤区
8826,西餐,233,4,0,闵行区
8827,西餐,330,0,0,黄浦区
8828,西餐,33,4,213,浦东新区
8829,西餐,38,4,108,浦东新区
8830,西餐,56,4,1,静安区
8831,西餐,110,4,5,静安区
8832,西餐,268,5,0,青浦区
8833,西餐,77,3,1,闵行区
8834,西餐,45,4,2,静安区
8835,西餐,96,4,3,黄浦区
8836,西餐,302,4,0,黄浦区
8837,烧烤烤肉,33,5,1136,徐汇区
8838,烧烤烤肉,137,4,20,静安区
8839,烧烤烤肉,311,4,0,黄浦区
8840,烧烤烤肉,63,3,38,黄浦区
8841,烧烤烤肉,0,3,12,青浦区
8842,烧烤烤肉,68,4,16,浦东新区
8843,烧烤烤肉,77,0,63,宝山区
8844,烧烤烤肉,66,3,0,浦东新区
8845,烧烤烤肉,101,4,9,松江区
8846,烧烤烤肉,73,4,14,嘉定区
8847,烧烤烤肉,84,4,35,宝山区
8848,烧烤烤肉,43,5,38,杨浦区
8849,烧烤烤肉,116,4,7,宝山区
8850,烧烤烤肉,107,5,302,青浦区
8851,烧烤烤肉,55,4,5,闵行区
8852,西餐,77,3,42,浦东新区
8853,西餐,218,5,20,杨浦区
8854,西餐,76,4,6,长宁区
8855,西餐,171,4,0,静安区
8856,西餐,116,4,2,松江区
8857,西餐,20,4,12,杨浦区
8858,西餐,65,4,5,黄浦区
8859,西餐,27,5,561,浦东新区
8860,西餐,137,4,3,浦东新区
8861,西餐,95,4,0,黄浦区
8862,西餐,166,4,3,浦东新区
8863,西餐,65,4,0,黄浦区
8864,西餐,73,4,0,静安区
8865,西餐,396,3,0,黄浦区
8866,西餐,33,4,0,长宁区
8867,烧烤烤肉,153,5,376,黄浦区
8868,烧烤烤肉,84,4,30,嘉定区
8869,烧烤烤肉,104,4,95,杨浦区
8870,烧烤烤肉,97,4,17,浦东新区
8871,烧烤烤肉,50,0,2,松江区
8872,烧烤烤肉,53,3,4,闵行区
8873,烧烤烤肉,43,4,1361,松江区
8874,烧烤烤肉,42,4,997,浦东新区
8875,烧烤烤肉,65,5,605,宝山区
8876,烧烤烤肉,67,4,8,宝山区
8877,烧烤烤肉,105,4,17,杨浦区
8878,烧烤烤肉,115,3,19,浦东新区
8879,烧烤烤肉,166,4,10,闵行区
8880,烧烤烤肉,50,4,60,宝山区
8881,烧烤烤肉,91,4,4,静安区
8882,西餐,47,3,0,普陀区
8883,西餐,77,4,5,奉贤区
8884,西餐,0,3,0,虹口区
8885,西餐,153,4,1,闵行区
8886,西餐,128,0,0,徐汇区
8887,西餐,59,4,3,徐汇区
8888,西餐,146,4,0,静安区
8889,西餐,50,4,1,嘉定区
8890,西餐,97,3,0,浦东新区
8891,西餐,119,3,6,青浦区
8892,西餐,52,4,14,虹口区
8893,西餐,55,5,583,闵行区
8894,西餐,260,4,2,杨浦区
8895,西餐,91,3,0,青浦区
8896,西餐,225,4,10,徐汇区
8897,烧烤烤肉,91,4,4,静安区
8898,烧烤烤肉,243,5,12,松江区
8899,烧烤烤肉,74,4,5296,黄浦区
8900,烧烤烤肉,47,3,3,松江区
8901,烧烤烤肉,94,4,12,奉贤区
8902,烧烤烤肉,60,4,6,杨浦区
8903,烧烤烤肉,63,4,101,浦东新区
8904,烧烤烤肉,156,4,5,闵行区
8905,烧烤烤肉,60,3,1,浦东新区
8906,烧烤烤肉,72,0,0,闵行区
8907,烧烤烤肉,82,5,80,闵行区
8908,烧烤烤肉,13,4,347,嘉定区
8909,烧烤烤肉,91,3,147,其他区
8910,烧烤烤肉,62,4,86,松江区
8911,烧烤烤肉,83,4,215,杨浦区
8912,西餐,112,4,0,静安区
8913,西餐,0,3,0,浦东新区
8914,西餐,181,4,2,黄浦区
8915,西餐,36,3,2,青浦区
8916,西餐,123,5,93,嘉定区
8917,西餐,293,4,14,黄浦区
8918,西餐,52,4,11,浦东新区
8919,西餐,164,3,13,黄浦区
8920,西餐,128,5,339,浦东新区
8921,西餐,477,4,0,黄浦区
8922,西餐,131,4,9,徐汇区
8923,西餐,55,4,9,杨浦区
8924,西餐,122,4,0,静安区
8925,西餐,735,5,0,徐汇区
8926,西餐,209,4,2,浦东新区
8927,烧烤烤肉,112,4,18,长宁区
8928,烧烤烤肉,88,3,6,宝山区
8929,烧烤烤肉,61,4,1,闵行区
