restaurant_name,star,price,comment_num
珠溪清影宴工坊,0.8,0.012615809185886064,0.003460073089184356
吉阳酒楼,1.0,0.011630199093238714,0.019049840603374543
鼎盛食府（长兴岛店）,1.0,0.010053222945002957,0.005831583858175881
蟹榭（虹桥高岛屋百货店）,1.0,0.03272225507589198,0.003926599797838427
梦雅,0.8,0.015769761482357578,0.008669621335821475
灵盛河鲜（松东路店）,0.8,0.013404297260003943,0.21436902262654536
米桃-百花山房·桃花扇（爱琴海购物公园店）,0.8,0.019909323871476443,0.004470880957934842
涌兴饭庄柴火菜饭,1.0,0.013010053222945003,0.005909338309618225
七重天老上海餐厅,0.8,0.027399960575596294,0.029779954902418162
随园食铺·夏1999本帮菜,0.8,0.022077666075300612,0.003926599797838427
华东师范大学教师之家,1.0,0.013010053222945003,0.012479589456496385
老西门崇明私房菜（八一路店）,0.8,0.011630199093238714,0.05120130627478423
和记小菜（新东亚店）,0.8,0.016755371575004927,0.02033278905217324
龙景轩（宝杨路旗舰店）,0.8,0.019120835797358564,0.03075188554544748
红番茄酒店,1.0,0.01636112753794599,0.007270041209859264
廷盛饭店,0.8,0.012615809185886064,0.004237617603607807
多米餐厅,0.8,0.009658978907944017,0.04288157997045331
隆峰酒楼,0.8,0.013010053222945003,0.08024259388850012
星卤里 大师们的味道馆（商城路店）,1.0,0.010841711019120836,0.0094860430759661
衡园酒家,0.8,0.01636112753794599,0.04673042531684939
生态逸趣园,0.8,0.012221565148827124,0.004509758183656014
缘明土菜馆,1.0,0.012024443130297654,0.004937407666588912
沈源兴（汉口路店）,0.6,0.003942440370589394,0.0056760749552911905
徐家大院（曹安路总店）,0.8,0.013601419278533412,0.05738278516445067
新上海（日月光中心广场店）,0.8,0.017938103686181747,0.0370888733379986
侬家厨房（控江路店）,0.8,0.013207175241474472,0.050851411243293676
二子烧烤（寿宁路店）,0.8,0.011235955056179775,0.0036544592177902187
星河湾酒店意咖啡（锦绣路店）,1.0,0.04967474866942637,0.012946116165150455
小神鲜餐厅（虹桥路店）,0.6,0.01596688350088705,0.008358603530052095
鼎壹坊菜馆,0.8,0.011630199093238714,0.04949070834305264
大牧飞沙烤全羊（川沙店）,0.8,0.0319337670017741,0.0150066091283726
天雅村酒店（泗泾镇店）,0.8,0.0149812734082397,0.017572506025969988
桃花源酒家（高行店）,0.8,0.010053222945002957,0.015823030868517222
思湘情（长江南路店）,0.6,0.010644589000591367,0.010652359847601276
皖南公社（卫零路店）,0.8,0.006899270648531441,0.01531762693414198
毛家湘味楼（松东路店）,0.8,0.011433077074709246,0.04362024725915559
郭师傅 （殷高西路店）,0.8,0.011235955056179775,0.015706399191353707
麦盛莉如庭大酒店（崇明店）,1.0,0.017740981667652277,0.009835938107456652
张生记（正大店）,0.6,0.02365464222353637,0.012673975585102247
粤汕一牛牛肉火锅（田尚坊店）,0.8,0.01734673763059334,0.007736567918513335
梅园邨酒家（卢湾金钟店）,0.8,0.02286615414941849,0.02239328201539538
新龙象大酒店（莲溪路店）,0.8,0.018529469741770156,0.013762537905295079
鲜菜坊（枫泾店）,0.8,0.012024443130297654,0.006881268952647539
小绍兴（江桥老街店）,0.8,0.006702148630001971,0.026319881813233807
梦香村（莘庄店）,0.8,0.018726591760299626,0.012946116165150455
世博江宴,1.0,0.06603587620737236,0.0031490552834149755
绍兴饭店（大宁旗舰店）,0.8,0.025822984427360536,0.04120985926444289
国色添湘,0.6,0.01438990735265129,0.007386672887022782
荟园轩,1.0,0.019712201852946976,0.0035767047663478736
上海味道（桥梓湾店）,1.0,0.009461856889414548,0.08098126117720239
庐陵庄园,0.6,0.013798541297062882,0.005870461083897053
蟹臻鲜阳澄湖大闸蟹（古北1699广场店）,1.0,0.019712201852946976,0.0032268097348573206
思南汇酒楼,0.8,0.019712201852946976,0.05147344685483244
名香泰,0.8,0.011038833037650306,0.007853199595676853
赵氏荣华园（魔方社区店）,1.0,0.04592943031736645,0.0030713008319726304
阿婆小厨,0.8,0.00867336881529667,0.004781898763704222
龙飞饭店（仓场路店）,0.8,0.01616400551941652,0.021810123629577793
享江南臻品徽菜（大华店）,0.8,0.015572639463828109,0.018155664411787575
星港湾新加坡菜（莲花国际广场店）,0.8,0.018135225704711218,0.03584480211492108
千岛湖鱼庄（盈港路店）,0.8,0.01537551744529864,0.010224710364668377
鑫巴蜀新概念火锅,0.8,0.00808200275970826,0.014151310162506803
余记小厨（都市路店）,0.8,0.011235955056179775,0.009524920301687272
校外酒家（普陀真南店）,0.8,0.00768775872264932,0.013762537905295079
新澳申海鲜·火锅,0.8,0.016952493593534398,0.009019516367312028
麦香城蛋糕,0.8,0.0,0.020760438535106136
馨悦阁,0.8,0.01537551744529864,0.007270041209859264
徽珍源（潍坊路店）,0.8,0.01596688350088705,0.02437602052717518
倪氏龙虾（水产西路店）,0.8,0.01537551744529864,0.020488297955057928
老山东（浦东店）,1.0,0.019712201852946976,0.044242282870694344
印像老家,0.8,0.01438990735265129,0.014384573516833839
谷丰日（南翔店）,0.8,0.015572639463828109,0.01745587434880647
沪碟精菜坊（新村路店）,1.0,0.019317957815888034,0.015045486354093772
苏浙汇（肇嘉浜路总店）,0.8,0.03449635324265721,0.01671720706010419
苏浙汇（港汇店）,0.8,0.03765030553912872,0.01745587434880647
海域1品,0.8,0.017938103686181747,0.014073555711064459
蒋记海鲜姿造（锦绣店）,1.0,0.018726591760299626,0.014656714096882047
海逸逸荟（滨江店）,0.8,0.02877981470530258,0.012751730036544591
同君福大酒楼（曹安路店）,0.8,0.02188054405677114,0.011235518233418864
漕龙沈记酒楼（漕溪路店）,0.8,0.014587029371180761,0.02021615737500972
麦盛莉宝岛酒店（陈家镇店）,1.0,0.013995663315592351,0.011391027136303553
飞烤全羊,0.8,0.01636112753794599,0.010691237073322448
苏拿咖啡休闲餐厅（曹路店）,0.8,0.00749063670411985,0.01364590622813156
迪豪小田园酒店·餐饮部（谷阳北路店）,0.8,0.018332347723240685,0.012013062747842314
湖南毛家湘菜（西门路店）,0.8,0.010644589000591367,0.008825130238706166
绣丽餐厅（张江店）,0.8,0.012024443130297654,0.029585568773812302
梦都酒家（万达广场江桥店）,0.8,0.019120835797358564,0.016522820931498327
阿一鲍鱼酒家,0.8,0.07273802483737433,0.013373765648083354
人和馆（肇嘉浜路店）,0.8,0.01734673763059334,0.04420340564497317
老绍兴大酒店（沪太路店）,0.8,0.017938103686181747,0.006298110566829951
鸿兴家常菜（包头路店）,0.8,0.0,0.0051317937951947746
心乐蝶舞江景美食（梅赛德斯奔驰店）,0.8,0.05282870096589789,0.0034211958634631835
梦香村（黎安路店）,0.8,0.015572639463828109,0.0056760749552911905
渔家菜,0.8,0.010250344963532427,0.005637197729570018
金虹源食府,0.8,0.02424600827912478,0.0032656869605784933
御金香小菜（车墩店）,0.8,0.009658978907944017,0.014851100225487909
川沪酒楼,1.0,0.010644589000591367,0.011041132104813
黄记阳澄湖大闸蟹,0.8,0.03942440370589395,0.0075033045641863
森林人家,0.8,0.016952493593534398,0.005287302698079465
兴隆菜馆,0.8,0.00808200275970826,0.0094860430759661
龙驿楼,1.0,0.0808200275970826,0.0030324236062514577
青浦老味道,0.8,0.013404297260003943,0.06010419096493274
小元国（南桥店）,0.8,0.019909323871476443,0.09964232952336521
天府记,0.8,0.008476246796767199,0.014151310162506803
亚伟酒楼,0.8,0.012221565148827124,0.011391027136303553
东信港大酒店,0.8,0.015769761482357578,0.02558121452453153
瑞香阁（上大路店）,0.8,0.010447466982061896,0.008086462950003887
深港饭店,0.8,0.011630199093238714,0.015123240805536117
蜀膳传火锅传奇（镇坪店）,0.8,0.01517839542676917,0.017067102091594743
金叠轩大酒店,0.8,0.0234575202050069,0.006570251146878159
金桥红枫万豪轩,0.8,0.0319337670017741,0.010224710364668377
大江南酒家,0.8,0.010644589000591367,0.009213902495917891
苏浙汇（联洋广场店）,0.8,0.03252513305736251,0.012051939973563486
我家有渔,0.8,0.01537551744529864,0.010341342041831895
珠珍海鲜酒楼,0.8,0.010053222945002957,0.020138402923567375
宝燕壹号海鲜餐厅（天山店）,0.8,0.0319337670017741,0.00936941139880258
金门大酒店罗马厅（南京西路店）,0.6,0.029371180760890993,0.007425550112743954
碧丽宫大酒店（南汇店）,0.8,0.02069781194559432,0.011080009330534173
皖荟·徽菜,0.8,0.017938103686181747,0.0034211958634631835
新老板娘中式快餐,0.8,0.018135225704711218,0.01881657724904751
青浦老味道,0.8,0.013404297260003943,0.06010419096493274
蟹榭（五角场合生汇商场店）,1.0,0.03232801103883304,0.011546536039188244
世外桃源,0.8,0.01438990735265129,0.021537983049529585
农家乐,0.8,0.012418687167356593,0.07067879636109167
和记小菜（九亭店）,0.8,0.018529469741770156,0.018155664411787575
宝山大酒店,0.8,0.018332347723240685,0.03300676463727548
通津菜馆,0.8,0.010447466982061896,0.009136148044475547
米桃-百花山房·桃花扇（协信星光广场店）,0.8,0.019120835797358564,0.003693336443511391
家宴私房菜,0.8,0.011235955056179775,0.04004354249280771
皖乡阁土菜馆,1.0,0.01438990735265129,0.006336987792551123
临江宴,1.0,0.11945594322885866,0.0030324236062514577
丁香花园（新海路店）,0.8,0.012615809185886064,0.01010807868750486
华义酒楼,0.8,0.009461856889414548,0.005170671020915948
东方融宴,1.0,0.08180563768972994,0.0031101780576938028
灶头屋里,0.8,0.012221565148827124,0.004432003732213669
新荣创（育英店）,0.8,0.013010053222945003,0.005442811600964155
和记小菜（七宝店）,0.6,0.017740981667652277,0.043581370033434416
河鲜馆,0.8,0.009264734870885078,0.013840292356737423
馨旺酒店,0.8,0.012812931204415533,0.010691237073322448
蟹状元阳澄湖大闸蟹（悦达889广场店）,1.0,0.1159077468953282,0.005909338309618225
徽乡情（三林店）,0.8,0.010447466982061896,0.012168571650727005
年凯大酒店,0.8,0.007884880741178789,0.02359847601275173
客缘·初見（龙盛店）,0.8,0.021289178001182733,0.0030324236062514577
洋人阿婆（营口店）,0.8,0.01596688350088705,0.05656636342430604
小中中自家菜（松江店）,0.8,0.010053222945002957,0.005792706632454708
枚青·临安酒肆（徐家汇店）,1.0,0.01655824955647546,0.03386206360314128
森森小厨,0.8,0.0059136605558840925,0.004120985926444289
聚宾乐,0.8,0.010053222945002957,0.007231163984138092
西岸甜心cake【蛋糕订制】（七浦店）,1.0,0.0,0.005015162118031258
储缘蛋糕（西门路店）,1.0,0.018332347723240685,0.0394992613327113
Salud冻酸奶（月星环球港店）,1.0,0.005125172481766214,0.008397480755773267
西凡尼蛋糕·甜品桌定制（长宁店）,1.0,0.0,0.0035767047663478736
悸动烧仙草（南桥路店）,1.0,0.001971220185294697,0.23703444522198897
麦香园MXY CAKE,1.0,0.009856100926473488,0.0840914392348962
ion·一诺蛋糕定制茶歇甜品桌（上海店）,1.0,0.0,0.004626389860819532
葡萄园蛋糕店（中环百联真光店）,1.0,0.005519416518825153,0.00796983127284037
古味早到（古北店）,1.0,0.004730928444707274,0.06348650960267475
悠利克LZ烘焙蛋糕（同济大学店）,0.8,0.0,0.0033434414120208384
八喜冰淇淋蛋糕,1.0,0.034102109205598266,0.07584946738200762
味多美（青浦公园店）,0.8,0.005716538537354623,0.2336132493585258
蛋白妞妞烘焙定制,0.8,0.03272225507589198,0.004470880957934842
悸动烧仙草（枫泾店）,0.8,0.002562586240883107,0.06857942617214835
超级奶爸（江桥沃尔玛店）,0.8,0.0017740981667652277,0.046458284736801185
国源酒楼（临港店）,0.6,0.01517839542676917,0.0030324236062514577
一品香小菜,0.8,0.011433077074709246,0.006336987792551123
张泽羊肉庄农家乐（竹亭南路店）,0.8,0.01734673763059334,0.003887722572117254
思泊湖中餐（邵记美食城店）,0.8,0.012418687167356593,0.0030713008319726304
顺路酒家,0.8,0.0,0.005753829406733535
悦鑫大酒店,0.8,0.017740981667652277,0.005792706632454708
讌·海派融合菜,1.0,0.050266114725014785,0.0030324236062514577
听月楼菜馆（文涵路店）,0.8,0.013404297260003943,0.008203094627167406
天府记,0.8,0.008476246796767199,0.014151310162506803
共富海鲜大酒店（共富路店）,0.8,0.023851764242065837,0.0031101780576938028
士林小馆,0.6,0.00768775872264932,0.005442811600964155
富膳酒楼,0.8,0.009856100926473488,0.005948215535339398
枚青·红楼小宴（月亮湾店）,0.8,0.019317957815888034,0.0031490552834149755
江南公社（红石路店）,0.8,0.011235955056179775,0.03401757250602597
御江南（方舟店）,0.8,0.0035481963335304554,0.03448409921468004
千岛湖鱼味馆,0.8,0.01734673763059334,0.007736567918513335
正院上海公馆（1885广场店）,0.8,0.08121427163414154,0.005598320503848845
众和小菜（长兴岛店）,0.8,0.008870490833826138,0.00536505714952181
天都里拉大酒店,0.6,0.01517839542676917,0.013218256745198663
老房子酒家,1.0,0.014587029371180761,0.009252779721639064
淮扬味道,0.8,0.014587029371180761,0.011663167716351761
小神鲜餐厅（娄山关路店）,0.8,0.018529469741770156,0.005481688826685328
嘉宴食府,0.8,0.006505026611472502,0.00828084907860975
KaoLa花园咖啡屋&生日餐厅,0.8,0.0234575202050069,0.006997900629811057
滨江欣景大酒店餐厅,0.8,0.023063276167947958,0.006725760049762849
丰收日（吾悦广场店）,0.6,0.025034496353242657,0.007270041209859264
天禧大酒楼（七宝店）,0.8,0.02188054405677114,0.01597853977140191
斐生大酒店（上南路店）,0.8,0.017938103686181747,0.01667832983438302
邢记老字号崇明糕,1.0,0.006899270648531441,0.004976284892310084
闻道园进士第孚然主题餐厅,0.8,0.017740981667652277,0.004976284892310084
狼来了碳烤羊腿（安波路店）,0.8,0.021289178001182733,0.015512013062747841
汇尊时尚中式餐厅（华漕路店）,0.8,0.012812931204415533,0.0260477412331856
衡山小馆（衡山路店）,0.8,0.018923713778829097,0.01255734390793873
紫荆阁.鲁菜海鲜（东方路店）,0.8,0.03469347526118668,0.01943861286058627
晶会轩（浦东店）,0.8,0.02326039818647743,0.008047585724282715
美龄菜谱（环球港店）,0.8,0.020106445890005913,0.006920146178368712
喜来登盛宴标帜餐厅,0.6,0.031736644983244626,0.01286836171370811
麦盛莉（徐汇店）,0.8,0.013010053222945003,0.00979706088173548
圆苑（梅龙镇广场店）,0.8,0.031145278927656218,0.010768991524764793
天禧大酒楼（东川路店）,0.8,0.020106445890005913,0.016367312028613638
新港湾海鲜酒楼,1.0,0.016755371575004927,0.009874815333177824
金湘缘,0.8,0.013995663315592351,0.009602674753129616
老吉士（上海商城店）,0.8,0.025034496353242657,0.007308918435580437
和美酒家,0.8,0.010841711019120836,0.014656714096882047
农家湘味酒楼,0.8,0.012418687167356593,0.006803514501205194
思泊湖中餐（邵记美食城店）,0.8,0.012418687167356593,0.0030713008319726304
红枫林农家乐,0.8,0.01636112753794599,0.003848845346396081
乐阳春,0.8,0.011235955056179775,0.003460073089184356
共富海鲜大酒店（共富路店）,0.8,0.023851764242065837,0.0031101780576938028
星程怡东大酒店,0.8,0.02188054405677114,0.004082108700723117
汇膳阁,0.8,0.0045338064261778045,0.0033434414120208384
枚青·红楼小宴（月亮湾店）,0.8,0.019317957815888034,0.0031490552834149755
好灶头,1.0,0.011235955056179775,0.004976284892310084
有间厨房,0.6,0.007884880741178789,0.0030713008319726304
蟹榭（长风大悦城商场店）,0.8,0.03252513305736251,0.004120985926444289
香喷喷美味馆,0.6,0.004730928444707274,0.004820775989425394
剑虹饭店,0.8,0.011433077074709246,0.0043153720550501515
隐石佳创意菜,0.8,0.017740981667652277,0.0033823186377420107
大海小鲜（奉浦店）,1.0,0.018332347723240685,0.05256200917502527
洪兴餐馆,0.8,0.006505026611472502,0.0034989503149055285
多番漫怡精食（新大陆广场店）,0.8,0.034102109205598266,0.009680429204571963
多伦多海鲜自助餐厅（江桥万达店）,1.0,0.019515079834417505,0.9742243993468626
牛New寿喜烧（徐汇店）,1.0,0.02069781194559432,0.16386750641474224
多番漫怡精食（金桥国际广场店）,1.0,0.048294894539720086,0.013879169582458595
立方铁@铁板烧（香港名都店）,1.0,0.015572639463828109,0.046808179768291734
渔喜寿司（莘朱路店）,1.0,0.00827912477823773,0.022548790918280073
牛吞炭火烧肉,1.0,0.03055391287206781,0.025347951170204493
桃山日本料理铁板烧,1.0,0.044155332150601224,0.030596376642562786
一番屋日本料理·铁板烧（上海大厦店）,1.0,0.03252513305736251,0.03382318637742011
多番漫怡精食（上滨生活广场店）,0.8,0.04750640646560221,0.0030324236062514577
鱼鱼海鲜日本料理·鱼鱼居酒屋,1.0,0.04100137985412971,0.02161573750097193
伊藤家（瑞金店）,1.0,0.03075103489059728,0.015512013062747841
源季日本料理,1.0,0.024640252316183716,0.008241971852888578
鲜道铁板烧（百联南桥购物中心店）,1.0,0.017543859649122806,0.044942072933675456
上井精致料理（吴中店）,0.8,0.05322294500295683,0.03215146567140969
蟹状元阳澄湖大闸蟹（新邻生活广场店）,1.0,0.0638675340035482,0.005248425472358292
维扬菜馆酸菜鱼,0.6,0.0059136605558840925,0.0030713008319726304
怡婷酒楼,1.0,0.007096392667060911,0.015084363579814944
品臻私房料理,0.8,0.06978119455943228,0.0030324236062514577
金泽庄园,1.0,0.0,0.0031101780576938028
华鑫壹号,0.6,0.02168342203824167,0.0030713008319726304
徽派里传统徽菜（宝山万达店）,0.8,0.011827321111768185,0.00489853044086774
盈港金兰坊,0.6,0.009461856889414548,0.0030324236062514577
三益枫泾烧卖（人民北路店）,0.6,0.0035481963335304554,0.0031490552834149755
米桃-吴韵风雅·曲园（南丰城店）,0.8,0.023063276167947958,0.003460073089184356
蒋记海鲜（望园路店）,1.0,0.018135225704711218,0.1033356659668766
上海1号私藏菜（黄浦店）,0.8,0.019515079834417505,0.06309773734546303
圆苑（梅龙镇广场店）,0.8,0.031145278927656218,0.010768991524764793
申龙酒店（阳光店）,0.8,0.016952493593534398,0.048363268797138634
乐忻皇朝汇（国金中心商场店）,0.8,0.019120835797358564,0.09983671565197108
樱之海日本料理（圣诺亚大厦店）,0.8,0.02877981470530258,0.0033434414120208384
井上家（大兴街店）,1.0,0.010250344963532427,0.06476945805147345
旨料亭日本料理（四川北路店）,0.8,0.05479992115119259,0.03016872715962989
和岚一番烧肉（金山百联店）,1.0,0.022077666075300612,0.010263587590389549
岩屋日本料理,0.8,0.0299625468164794,0.057499416841614186
一番屋铁板烧（漕宝路店）,0.8,0.02286615414941849,0.18583313894720474
MOLI烧肉（保利时光店）,0.8,0.03548196333530455,0.0033823186377420107
赤坂亭·M9和牛放题（松江万达广场店）,0.8,0.04356396609501281,0.08304175414042454
蘭庭·寿喜烧·炉端烧·酒（星乐汇商业街店）,1.0,0.020106445890005913,0.005870461083897053
米亭味自慢料理（陆家嘴店）,0.8,0.07017543859649122,0.0030324236062514577
樱木屋,1.0,0.03489059727971614,0.032384729025736726
合长寿司（板桥西路店）,1.0,0.00867336881529667,0.03187932509136148
三町目居酒屋,0.8,0.027399960575596294,0.0032268097348573206
游山炙烤居酒屋（天山店）,0.8,0.03765030553912872,0.006570251146878159
锦水亭日本料理（嘉定店）,0.8,0.0384387936132466,0.014656714096882047
杜哈夫西点（日月光店）,0.8,0.04730928444707274,0.004004354249280771
荔园面包房,1.0,0.009856100926473488,0.06309773734546303
长晋面包坊,1.0,0.02247191011235955,0.0516678329834383
SJ.蛋糕私人定制,0.8,0.07865168539325842,0.0031490552834149755
麦香村（青村店）,0.8,0.0029568302779420462,0.031646061737034444
闵泽蛋糕房,1.0,0.02168342203824167,0.02219889588678952
【西凡尼蛋糕·甜品桌定制】（虹口店）,0.8,0.0,0.003809968120674909
爱珍西点（场中路店）,1.0,0.0214863000197122,0.04342586113054973
匠造烘焙（联洋店）,0.8,0.004928050463236744,0.036894487209392736
菲手酿作坊甜品,0.8,0.0035481963335304554,0.0032268097348573206
幸福西饼生日蛋糕店（启帆店）,0.8,0.01714961561206387,0.003926599797838427
甘茶度,1.0,0.001971220185294697,0.02433714330145401
21cake客蛋糕,0.8,0.03489059727971614,0.0032268097348573206
PONY（龙之梦购物中心店）,0.8,0.006505026611472502,0.013568151776689215
吉米娜烘焙,1.0,0.0033510743150009857,0.02068268408366379
圆苑（梅龙镇广场店）,0.8,0.031145278927656218,0.010768991524764793
阿英煲（凉城路店）,0.8,0.013404297260003943,0.11006142601663946
彩蝶坊（西林北路店）,0.8,0.01537551744529864,0.17319804058782365
什味阁（曹路宝龙广场店）,0.8,0.010053222945002957,0.3285514345696291
美华轩（徐家汇店）,1.0,0.01636112753794599,0.12156908483010652
外滩往事民国上海菜,0.8,0.01714961561206387,0.056255345618536665
蟹臻鲜阳澄湖大闸蟹（大宁音乐广场店）,0.6,0.1159077468953282,0.0030324236062514577
弄堂里（龙之梦长宁店）,0.6,0.011630199093238714,0.04902418163439857
乐忻皇朝（环贸iapm商场店）,0.8,0.017938103686181747,0.08346940362335743
春风松月楼（城隍庙店）,0.6,0.009856100926473488,0.015823030868517222
青浦宾馆·蝶轩自助餐厅,0.6,0.013995663315592351,0.18797138636186922
70后饭吧（松江店）,0.8,0.011827321111768185,0.4365912448487676
夏家旗杆·塘桥饭店,0.6,0.019909323871476443,0.003187932509136148
芭堤雅假日酒店餐厅,1.0,0.024837374334713187,0.039577015784153645
大牌农家乐（环城东路店）,0.8,0.012418687167356593,0.09042842702744733
黑门和牛（新天地店）,0.8,0.06327616794795979,0.003537827540626701
烧太郎日本料理,1.0,0.021289178001182733,0.03895498017261488
星河湾酒店意咖啡（锦绣路店）,1.0,0.04967474866942637,0.012946116165150455
纳豆日本料理（城市酒店旗舰店）,0.8,0.03863591563177607,0.006686882824041677
银子日本料理铁板烧（人民广场店）,0.8,0.033707865168539325,0.07705466137936397
奈美居酒屋,1.0,0.01655824955647546,0.016639452608661846
百川屋日本料理,1.0,0.03705893948354031,0.024920301687271596
炙寿司（青松路店）,0.8,0.0035481963335304554,0.350828084907861
富山面家（soho复兴广场店）,0.8,0.011827321111768185,0.02799160251924423
海钓居酒屋,0.8,0.029174058742361522,0.0033823186377420107
柚子（南汇店）,0.8,0.04592943031736645,0.04599175802814711
芥末日本料理（打浦路铂尔曼旗舰店）,0.8,0.05972797161442933,0.017144856543037088
寿司王子（巴黎春天成山店）,0.8,0.01438990735265129,0.07651038021926755
伊藤新苑日本料理·烧肉（古北店）,0.8,0.04573230829883698,0.025386828395925667
清水日本料理（仙乐斯广场店）,0.8,0.04868913857677903,0.021654614726693104
