,dish_type,restaurant_name,price,star,comment_num
8370,西餐,爵朗世家牛排（宝山万达广场店）,65,5,559
8371,西餐,优贝多滋（南方店）,70,3,3
8372,西餐,The Beach House地中海餐厅·酒吧,289,4,0
8373,西餐,安喵喵,40,0,0
8374,西餐,纽斯特牛排自助（大融城店）,78,3,646
8375,西餐,芝根芝底（苗圃路店）,39,4,399
8376,西餐,北上海大酒店北鸥西餐厅,231,4,79
8377,西餐,蘭赫咖啡（祝桥店）,62,3,23
8378,西餐,Hotcake舒馥芮松饼（衡山店）,45,4,45
8379,西餐,小花的披萨,43,3,2
8380,西餐,Entrecôte法国牛扒馆,198,4,10
8381,西餐,伊诺咖啡（闵行店）,48,4,73
8382,西餐,有料轻食主义,36,4,7
8383,西餐,THE PEACHADE家庭餐酒馆,163,4,2
8384,西餐,外滩悦榕庄-酩缘中餐厅,541,4,4
8385,西餐,古井假日酒店井廊吧,101,4,25
8386,西餐,闲鱼懒猫手游主题餐吧,62,0,1
8387,西餐,品菲仕,67,3,9
8388,西餐,Max&salad大开沙界（前滩店）,50,4,0
8389,西餐,My poultry 法香鸡铺（南丰店）,85,4,4
8390,西餐,森贝格啤酒花园Sonnenbrau beer garden,89,4,14
8391,西餐,WINGS Bistro,150,0,0
8392,西餐,KIZOOM亲子餐厅,185,4,0
8393,西餐,雅辰悦居酒店·思方汇,135,5,2
8394,西餐,Cheeseduangduang享芝料理,20,3,0
8395,西餐,The Pine At Rui Jin 光与盐（瑞金宾馆店）,718,5,1
8396,西餐,Cafe Gray Deluxe,348,5,0
8397,西餐,绿地万怡大堂吧,66,3,7
8398,西餐,ALEX & STEVEN CAFE,30,3,1
8399,西餐,汉霸汉堡（召楼店）,15,3,52
8400,西餐,Chez Jefke,168,3,0
8401,西餐,WOB酒吧·餐厅World of Beer（世纪大道店）,118,4,0
8402,西餐,萝莉派Pizza,50,5,97
8403,西餐,遇见前任沙拉轻食（国权东路店）,22,4,1
8404,西餐,Vesbar Pizza,103,4,0
8405,西餐,Homeslice Pizza（中山公园店）,55,4,2
8406,西餐,CLOUD KIDS亲子餐厅,153,4,0
8407,西餐,GOSSIP ROOM,242,5,24
8408,西餐,F4部落葡萄酒音乐主题餐厅（上海湾生活时尚中心店）,225,4,5
8409,西餐,Morso  咬咬披萨,30,3,1
8410,西餐,38.6℃ 東南亞料理&酒館,96,4,7
8411,西餐,OZ MADE澳思牛排（世茂广场店）,103,4,8
8412,西餐,花语森咖,62,4,186
8413,西餐,Casa Vintage 古董屋·意大利餐厅（环宇荟店）,150,4,10
8414,西餐,poppy coffee·bar（清吧）,78,4,0
8415,西餐,City View 50 城俯美食,404,0,10
8416,西餐,法国舅舅家小酒馆CHEZ JOJO,170,4,2
8417,西餐,芝根芝底,30,5,130
8418,西餐,WOODY BAKER沃倍可（中信泰富店）,52,4,0
8419,西餐,DEMON CAFE,60,5,0
8420,西餐,Mr·Snail 蜗牛先生,193,5,1
8421,西餐,NEW BERE新贝乐意大利餐厅·杜伦小唛（明中路店）,88,4,1
8422,西餐,A-pizza爱披萨,30,4,18
8423,西餐,紫色蒜头 The Purple Garlic,81,4,30
8424,西餐,滴水湖游艇俱乐部游艇餐厅,113,3,1
8425,西餐,Cafe Coka 古凡咖啡,47,4,1
8426,西餐,SILENTLY ACCOMPANY U,175,4,4
8427,西餐,TRE·VIN飞鱼餐厅,144,4,0
8428,西餐,星辰港岛餐厅,78,4,18
8429,西餐,豪聚汇中西餐厅,65,4,1
8430,西餐,Muse T餐吧,53,4,2
8431,西餐,Brewbear 酿酒熊精酿餐厅 （置汇旭辉店）,68,4,1
8432,西餐,Pedra Alta法贝纳西餐（陆家嘴店）,261,4,2
8433,西餐,Delight Food-Belgian Brasserie比利时餐厅,236,4,310
8434,西餐,雅居乐万豪酒店·大堂吧,118,4,3
8435,西餐,PINTXOS（港汇恒隆广场店）,141,4,8
8436,西餐,Hunter Gatherer 悦衡食集（兴业太古汇店）,103,4,4
8437,西餐,HG高地Higher Ground（中海环宇荟店）,163,4,0
8438,西餐,cinephile影迷酒吧,76,4,1
8439,西餐,APE Grill小猴烧肉丼,63,4,0
8440,西餐,Jasmine素馨餐厅（虹桥龙湖天街店）,108,5,1
8441,西餐,June Six咖啡馆,45,4,4
8442,西餐,悦·6,488,4,80
8443,西餐,Sky Restaurant & Lounge,228,4,6
8444,西餐,洛客餐厅（龙茗店）,73,4,19
8445,西餐,Kathleen's Waitan（外滩店）,337,5,509
8446,西餐,THE C·HOUSE,506,5,0
8447,烧烤烤肉,杨记齐齐哈尔烤肉（大柏树店）,106,4,19
8448,烧烤烤肉,银外婆老灶台,61,4,686
8449,烧烤烤肉,钟记烧烤,39,4,48
8450,烧烤烤肉,一竹烧肉酒场,126,4,15
8451,烧烤烤肉,狼来了碳烤羊腿（崂山路店）,88,3,366
8452,烧烤烤肉,渔夫铁板烧,43,4,211
8453,烧烤烤肉,厚貞牛舌烧肉（长寿路店）,168,4,7
8454,烧烤烤肉,木炭小子烤肉馆,80,4,386
8455,烧烤烤肉,若邻小厨,59,4,98
8456,烧烤烤肉,心一筋燒肉·丼饭,176,4,35
8457,烧烤烤肉,狼来了碳烤羊腿（定西路店）,105,4,247
8458,烧烤烤肉,和萌牛肠烧烤店（虹梅路店）,150,4,85
8459,烧烤烤肉,东北娇姐串吧,64,4,177
8460,烧烤烤肉,野火烧特色烧烤,17,4,79
8461,烧烤烤肉,清真·顺鑫斋烧烤火锅（河曲路店）,55,4,69
8462,西餐,Ellen·Bar艾伦小酒馆（州桥老街店）,51,5,29
8463,西餐,MARU玛露音乐餐厅酒吧（前滩世贸店）,144,5,0
8464,西餐,Yeva House宜娃之家亲子餐厅（光音广场店）,146,5,0
8465,西餐,恐龙人俱乐部主题餐吧,111,3,0
8466,西餐,Bella Vita Restaurant 美好生活意大利餐厅（上海佛罗伦萨小镇店）,117,4,18
8467,西餐,1905·里,326,4,0
8468,西餐,Nook 角落里西餐厅,98,5,1
8469,西餐,Symbol符号美式西餐吧,77,4,27
8470,西餐,Tapa Tapa 西班牙餐厅,194,0,0
8471,西餐,布拉格捷克BOHEMIA ORIGINAL BEER RESTAURANT,179,4,2
8472,西餐,杰贝斯冰鲜牛排（长泰广场店）,63,4,52
8473,西餐,劲巴霸牛排饭,59,4,4
8474,西餐,YOYOo Kids Club 亲子餐厅（亚乐城店）,111,4,0
8475,西餐,芝根芝底,23,5,236
8476,西餐,Magnet磁石（大悦城店）,151,5,33
8477,烧烤烤肉,心一筋燒肉·丼饭,176,4,35
8478,烧烤烤肉,清真·顺鑫斋烧烤火锅（河曲路店）,55,4,69
8479,烧烤烤肉,狼来了碳烤羊腿（柳州路总店）,100,4,504
8480,烧烤烤肉,东北娇姐串吧,64,4,177
8481,烧烤烤肉,韩林烤肉（百联金山店）,81,4,2417
8482,烧烤烤肉,松荣料理（江学路店）,135,5,465
8483,烧烤烤肉,万牛膈膜屋（虹梅店）,202,5,0
8484,烧烤烤肉,名羊天下碳烤羊腿（蓝村路直营店）,138,5,681
8485,烧烤烤肉,碳一族朝鲜烤肉（宝山万达广场店）,79,4,345
8486,烧烤烤肉,撩串79（开鲁路店）,101,5,47
8487,烧烤烤肉,上马蒙古来·碳烤羊腿,105,4,125
8488,烧烤烤肉,兄弟烧烤（东明广场店）,48,4,52
8489,烧烤烤肉,贝贝鲜海鲜烧烤（都市路店）,100,4,2
8490,烧烤烤肉,缘·烧肉酒场（打浦桥蒙自路店）,215,5,33
8491,烧烤烤肉,神田烧肉（虹桥店）,171,4,41
8492,西餐,吾伴浓汤Urban Soup Kitchen（漕溪北路店）,61,4,2
8493,西餐,LonelyMouth贵牛音乐餐吧,111,4,13
8494,西餐,GRAINCOLORS谷物奇缘（万航渡路店）,41,5,17
8495,西餐,vesbar（凌空店）,67,4,0
8496,西餐,Neighbor邻居,91,5,0
8497,西餐,Coffee Tree（武康路店）,167,4,4
8498,西餐,Mr·Zato（嘉定疁城新天地店）,93,5,1
8499,西餐,尚卡罗牛排,72,3,0
8500,西餐,银河酵父 by BRITE@BRANDY,94,5,1
8501,西餐,SKANDINA斯堪底纳,0,3,0
8502,西餐,那不乐思比萨（虹井店）,58,4,16
8503,西餐,水舍餐厅 Waterhouse Restaurant,278,0,1
8504,西餐,考拉小厨亲子西餐厅,55,5,30
8505,西餐,BLANDY 轻食馆,51,4,1
8506,西餐,酷食塔KRUSTA美式牛肉汉堡（长寿路店）,49,4,2
8507,烧烤烤肉,食光西游餐厅（青浦华青南路店）,130,4,5
8508,烧烤烤肉,韩林烤肉（星空广场店）,95,3,121
8509,烧烤烤肉,顺子烧烤,53,5,359
8510,烧烤烤肉,好牛烧肉（世茂广场店）,159,4,29
8511,烧烤烤肉,图门串烤（高行店）,57,5,47
8512,烧烤烤肉,鹤冈亭·炉端烧,123,5,110
8513,烧烤烤肉,很久以前羊肉串（殷高西路店）,116,4,0
8514,烧烤烤肉,水原王烤肉（世纪公园店）,112,5,498
8515,烧烤烤肉,火炉缘韩国料理（江桥万达店）,74,5,487
8516,烧烤烤肉,虎丸烧肉（近铁广场店）,173,4,1
8517,烧烤烤肉,80后私房烧烤龙虾,0,3,3
8518,烧烤烤肉,春香源韩国料理,40,4,22
8519,烧烤烤肉,沪小串烧烤（打浦桥店）,90,4,3
8520,烧烤烤肉,世国烧烤（龙吴路店）,53,5,156
8521,烧烤烤肉,蒙原碳烤羊腿（安亭店）,85,5,368
8522,西餐,舒格雷•李手工披萨,48,4,3
8523,西餐,Lab18,60,4,0
8524,西餐,卡拉麦里音乐西餐厅,186,4,2
8525,西餐,思南公馆AJM法国餐厅,315,4,5
8526,西餐,nice  bar,80,3,0
8527,西餐,STEAK BAKER焙克牛排,70,3,0
8528,西餐,得欢·精酿酒馆JoyBrewpub,80,4,0
8529,西餐,Light & Salt Daily 光与盐（陕西北路店）,377,4,26
8530,西餐,Crafted By Bistro Burger（衡山店）,191,4,2
8531,西餐,IRISH PUB NO.9,145,3,3
8532,西餐,国际贵都大饭店·cafe 65西餐厅,221,4,14
8533,西餐,New York Style Steak & Burger（田子坊店）,104,4,9
8534,西餐,Portman's 波特曼餐厅（南京西路店）,312,3,9
8535,西餐,Blarney Stone,82,3,1
8536,西餐,米灵顿立食牛排（环球港店）,97,4,155
8537,烧烤烤肉,野食巴士烧烤YesBus（中山公园店）,104,4,3
8538,烧烤烤肉,蒙原碳烤羊腿（安亭店）,85,5,368
8539,烧烤烤肉,上林铁板烧,134,5,104
8540,烧烤烤肉,沪小串烧烤（打浦桥店）,90,4,3
8541,烧烤烤肉,杨记齐齐哈尔烤肉（真如店）,89,5,93
8542,烧烤烤肉,牛天下潮汕牛肉火锅,108,5,43
8543,烧烤烤肉,大成海鲜烧烤（定西路店）,116,4,53
8544,烧烤烤肉,水原王烤肉（虹泉路店）,108,5,2542
8545,烧烤烤肉,金氏烧烤,79,4,16
8546,烧烤烤肉,QUANDO匡朵·嗨撸串,72,4,12
8547,烧烤烤肉,阿顺烧烤,44,4,21
8548,烧烤烤肉,虎丸烧肉（仙霞路店）,173,4,40
8549,烧烤烤肉,很久以前羊肉串（殷高西路店）,116,4,0
8550,烧烤烤肉,西头日式烤肉（茂名南路店）,191,4,111
8551,烧烤烤肉,鸟心（美罗城店）,99,4,13
8552,西餐,Alsace西餐厅,98,4,7
8553,西餐,Green Passionate（港汇恒隆广场店）,139,4,8
8554,西餐,扎啤工坊TapHouse（虹梅店）,157,4,9
8555,西餐,AL’S DINER（新乐路店）,100,4,1
8556,西餐,VANILLA（仲盛世界商城店）,177,3,11
8557,西餐,乐凯撒·榴莲比萨（静安大悦城店）,74,4,59
8558,西餐,凡仔汉堡（德都路店）,17,4,30
8559,西餐,上海之夜,205,3,4
8560,西餐,Lilliput粒粒堡亲子餐厅（古北店）,197,4,9
8561,西餐,SCREAMIN’ BEANS&BAR,114,4,2
8562,西餐,李奥纳多达芬奇餐厅,296,4,3
8563,西餐,Mr·Salad沙拉先生,52,4,0
8564,西餐,bluefrog蓝蛙（五角场万达店）,126,4,21
8565,西餐,砧牛·和牛烤肉饭牛排汉堡（古北店）,59,3,6
8566,西餐,solare意大利餐厅,139,5,0
8567,烧烤烤肉,沪小串烧烤（徐家汇店）,99,4,11
8568,烧烤烤肉,味美牛肉店（世纪公园店）,147,5,12
8569,烧烤烤肉,福海饭庄羊蝎子火锅,55,3,6
8570,烧烤烤肉,图门羊串烤（天钥桥路店）,92,4,0
8571,烧烤烤肉,蓝日本餐厅,262,4,90
8572,烧烤烤肉,66大阪烧 串烧居酒屋,114,5,304
8573,烧烤烤肉,九村烤脑花（魔都旗舰店）,87,4,0
8574,烧烤烤肉,阿刚烧烤,51,3,5
8575,烧烤烤肉,狼来了碳烤羊腿（长寿路总店）,84,3,390
8576,烧烤烤肉,极kiwami,462,4,0
8577,烧烤烤肉,仙界·山马路（虹泉路店）,77,5,93
8578,烧烤烤肉,阿里烧烤（顾村公园店）,50,3,6
8579,烧烤烤肉,缘·烧肉酒场（宛平88店）,238,4,8
8580,烧烤烤肉,新发展亚太JW万豪酒店 清酒烧,262,4,39
8581,烧烤烤肉,百味烧烤,24,4,12
8582,西餐,Nico's Oyster法式创意海鲜餐厅,325,5,1
8583,西餐,STEAK HOUSE原切牛排屋（世纪大都会店）,64,3,1
8584,西餐,Luxdiner卢克斯主题西餐&生蚝海鲜酒吧,404,4,16
8585,西餐,憶沨竹餐厅（悠方店）,78,4,4
8586,西餐,POKE POKE（BFC外滩金融中心店）,69,4,96
8587,西餐,大开沙界沙拉轻食站（江浦店）,38,3,1
8588,西餐,LO·CALCOW卡路力轻食主义餐厅（嘉定店）,79,4,33
8589,西餐,SALAD+色拉嘉（IAPM环贸店）,39,3,1
8590,西餐,CRAZYONES克芮旺斯西班牙海鲜饭（日月光店）,120,4,228
8591,西餐,Moka Bros摩卡站轻食餐厅,98,4,0
8592,西餐,No!CHAIRbyMyWineCLUB站吧（大悦城店）,141,4,11
8593,西餐,小陆家嘴亚朵西餐厅,50,3,0
8594,西餐,MOLO9+魔乐意大利餐厅（金汇店）,205,3,17
8595,西餐,韦斯顿牛排（金山百联店）,73,4,734
8596,西餐,优贝多滋（万源路店）,70,0,4
8597,烧烤烤肉,薪火烧肉源之屋（第一百货店）,347,4,14
8598,烧烤烤肉,江江水来烧肉料理（维景店）,76,4,37
8599,烧烤烤肉,king大志烤肉黑毛牛专门店（浦东店）,204,4,29
8600,烧烤烤肉,怒烤烤串（定西路店）,88,4,0
8601,烧烤烤肉,大渔铁板烧（徐泾店）,83,4,602
8602,烧烤烤肉,恬润酒店,50,5,175
8603,烧烤烤肉,黑门和牛（虹桥天地店）,435,5,2
8604,烧烤烤肉,丰茂烤串（虹井路店）,87,5,48
8605,烧烤烤肉,阿康烧烤（弘基文化休闲广场店）,51,4,27
8606,烧烤烤肉,万牛膈膜屋（古北店）,0,3,0
8607,烧烤烤肉,麻辣鲜海鲜烧烤（静安店）,118,4,16
8608,烧烤烤肉,喜来稀肉서래갈매기（虹泉路店）,65,5,545
8609,烧烤烤肉,新麻蒲-范爷夜宵专门店,100,3,0
8610,烧烤烤肉,炼火,162,5,46
8611,烧烤烤肉,吉藏,77,3,2
8612,西餐,地中海的月亮（虹桥·食尚天地店）,122,3,0
8613,西餐,味可思精品肉类体验馆,281,4,0
8614,西餐,麦乐基,15,0,186
8615,西餐,Magnet磁石（漕宝路日月光店）,144,4,17
8616,西餐,芝根芝底（羽山乐坊店）,33,4,96
8617,西餐,卡通尼—Bon & Cheers棒恰恰欢乐餐厅,88,4,2
8618,西餐,WASTEAK 牛排（亚新生活广场店）,52,3,7
8619,西餐,Mango Beer精酿啤酒餐厅,116,3,3
8620,西餐,初心flaveur法意餐厅（陆家嘴店）,116,0,8
8621,西餐,Taco Bell 塔可贝尔（丰盛里店）,50,4,0
8622,西餐,Fresh popo,50,3,7
8623,西餐,沙拉心语（金桥店）,52,3,16
8624,西餐,香草山·西餐厅（人民广场店）,127,4,177
8625,西餐,Les Bonbons · 来蹦蹦亲子餐厅,121,4,87
8626,西餐,桃紫·LeViolet,98,0,90
8627,烧烤烤肉,怒烤烤串（定西路店）,88,4,0
8628,烧烤烤肉,可乐树韩式烤肉,81,4,6
8629,烧烤烤肉,阿狼烧烤小龙虾,73,4,6
8630,烧烤烤肉,新麻蒲-范爷夜宵专门店,100,3,0
8631,烧烤烤肉,和事佬东北碳烤·小龙虾（闸北店）,70,3,85
8632,烧烤烤肉,宏烧鸟居酒屋（日月光中心广场店）,119,4,29
8633,烧烤烤肉,万牛膈膜屋（古北店）,0,3,0
8634,烧烤烤肉,怡婷酒楼,36,5,310
8635,烧烤烤肉,顾村公园烧烤区,70,4,56
8636,烧烤烤肉,长湘岳湖南美食（新市南路店）,87,4,0
8637,烧烤烤肉,龍馬烧肉（淮海店）,163,5,794
8638,烧烤烤肉,图门烧烤（闵行吴泾店）,67,5,169
8639,烧烤烤肉,薪火烧肉源之屋（爱琴海店）,330,4,1
8640,烧烤烤肉,巴山烤全羊（浦东店）,250,4,6
8641,烧烤烤肉,三只羊烤全羊,241,4,13
8642,西餐,百特喜·鹅肝比萨（宝山龙湖店）,119,5,463
8643,西餐,浦东嘉里大酒店·The MEAT∙扒餐厅,559,4,1
8644,西餐,芝根芝底,40,5,56
8645,西餐,芝根芝底（金桥店）,23,4,54
8646,西餐,Deep Pure 深度纯净,39,4,0
8647,西餐,萨姆威尔,71,5,536
8648,西餐,THE URBAN HARVEST极食（芮欧百货店）,181,4,29
8649,西餐,ZAZA ltalian Restaurant,176,4,18
8650,西餐,纯饮轻断食代餐果蔬汁（天山配送点）,328,3,7
8651,西餐,满云咖啡,48,3,32
8652,西餐,娴雅台球酒吧,102,4,109
8653,西餐,沙拉拉轻食,43,0,62
8654,西餐,BEERD精酿啤酒屋,78,4,2
8655,西餐,神旺大酒店·伯品廊自助餐,160,4,54
8656,西餐,尊尚牛排饭,25,3,0
8657,烧烤烤肉,爱津屋（新业坊店）,142,4,0
8658,烧烤烤肉,YO！NiKU烧肉夜食,142,5,45
8659,烧烤烤肉,江岛湘南苑,130,4,13
8660,烧烤烤肉,虾小胖·盱眙龙虾,98,4,11
8661,烧烤烤肉,三个丑皮匠烤羊肉串,97,4,21
8662,烧烤烤肉,樱の木日式烧肉（青浦吾悦店）,96,3,40
8663,烧烤烤肉,柒小姐酒肆·精酿烧烤牛蛙饭,96,4,11
8664,烧烤烤肉,旬鲜炭火烧肉·夜食·酒厂,164,4,12
8665,烧烤烤肉,鱼多鱼烧烤&烤鱼&小龙虾啤酒餐吧（宝龙店）,87,3,3
8666,烧烤烤肉,烧肉达人（96广场店）,136,5,31
8667,烧烤烤肉,虾蟹一绝（梅川路店）,65,3,0
8668,烧烤烤肉,烟火成串烧烤店（包头南路店）,84,3,0
8669,烧烤烤肉,G7和牛烧肉（虹梅店）,236,5,0
8670,烧烤烤肉,狼来了碳烤羊腿（梅花路店）,101,4,12
8671,烧烤烤肉,仨个东北人音乐烤吧,81,4,3
8672,西餐,The Butchers Club堡爵仕（国金店）,158,4,2
8673,西餐,萨鲁特披萨（水城路店）,56,4,77
8674,西餐,双立人餐厅The Twins,314,4,0
8675,西餐,pearlosophy真珠美学咖啡店（虹桥天地店）,95,4,1
8676,西餐,Homeless音乐餐厅酒吧（瑞虹店）,103,4,11
8677,西餐,飞行比萨Pizza Alvolo（远景路店）,106,4,15
8678,西餐,汉得菲手工比萨（中原店）,41,3,27
8679,西餐,上海苏宁环球万怡酒店·大堂酒吧,118,4,1
8680,西餐,响爷披萨,34,4,15
8681,西餐,SKETCH,131,4,186
8682,西餐,双立人美食学院 ZWILLING GOURMET SCHOOL,296,5,0
8683,西餐,Meat Plus 尚肉（BFC外滩金融中心店）,108,4,6
8684,西餐,玫溧燕窝·法式燕窝甜品（星湖柒号店）,180,4,9
8685,西餐,Pie Society 派社（静安食堂店）,95,4,2
8686,西餐,BrothersKebab兄弟烤肉店（奉贤路店）,53,4,6
8687,西餐,TINO Premium Kids Cafe 亲子餐厅,165,5,4
8688,西餐,Brew Bear 精酿啤酒餐厅（延安西路店）,108,4,2
8689,西餐,AFTER SEVEN - 今7,295,5,0
8690,西餐,哈嗲汉堡（农南店）,15,3,0
8691,西餐,上海宝龙丽笙酒店北纬31度西餐厅,101,5,199
8692,西餐,WEIDER SPORTS&CAFE沙拉汉堡,70,5,25
8693,西餐,魔都莱特酒吧（衡山路店）,292,3,17
8694,西餐,凡仔汉堡（大世界店）,0,3,3
8695,西餐,HOLYHIGH轻食（静安寺店）,46,4,4
8696,西餐,Large Eight Italy Lounge & Restaurant,661,4,8
8697,西餐,WHATA!! BURGER我的堡（莘庄店）,43,3,2
8698,西餐,JackSteak傑克牛排屋,50,4,19
8699,西餐,德格里The Gili Tomahawk（世贸店）,490,3,0
8700,西餐,Green&Tasty绿塔市集（文峰广场店）,59,4,6
8701,西餐,UNAS优纳仕西餐&酒吧（静安店）,81,4,1
8702,烧烤烤肉,狼来了碳烤羊腿（梅花路店）,101,4,12
8703,烧烤烤肉,仨个东北人音乐烤吧,81,4,3
8704,烧烤烤肉,碳烤羊腿烧烤吧（奉城店）,68,3,25
8705,烧烤烤肉,串越时光旋转烧烤,48,3,2
8706,烧烤烤肉,无限量自助烤肉火锅,65,4,496
8707,烧烤烤肉,艾馋时尚自助烤肉火锅,78,3,353
8708,烧烤烤肉,夜航者吧式串烤餐厅（龙茗路店）,104,4,10
8709,烧烤烤肉,爱福蛙＆小龙虾主题餐厅（绿地汇中心店）,96,4,0
8710,烧烤烤肉,闲食里烧烤龙虾川湘菜（凤城巷店）,61,5,22
8711,烧烤烤肉,撸呗倪氏龙虾,92,4,11
8712,烧烤烤肉,海之上海鲜自助烧烤,84,3,18
8713,烧烤烤肉,虾美人龙虾羊蝎子烧烤（环球港店）,88,4,108
8714,烧烤烤肉,小铁君串烧居酒屋（物华路店）,102,3,15
8715,烧烤烤肉,黑金家炭烤羊腿,109,3,17
8716,烧烤烤肉,無語 焼鳥&酒場,130,5,0
8717,西餐,Meat Master特别牛冰鲜牛排,62,4,69
8718,西餐,水晶苑中餐厅,325,4,1
8719,西餐,俺的Oreno（新天地店）,164,4,3
8720,西餐,伊哒呤PIZZA（民星路店）,34,5,58
8721,西餐,花蒲1.5 kitchen（日月光中心广场店）,73,4,357
8722,西餐,VINJOY 玖悦美酒美食生活馆（愚园路店）,72,4,1
8723,西餐,The yard（夏都小镇店）,83,4,2
8724,西餐,N9 Cafe&Restaurant（古北店）,41,3,25
8725,西餐,TR Terra Rossa 特瑞莎意大利餐厅（环宇荟店）,288,5,0
8726,西餐,和韵茶屋·披萨,55,4,156
8727,西餐,大成海鲜烧烤（龙华店）,108,4,9
8728,西餐,x lobster & chicken（绿地缤纷城店）,126,4,17
8729,西餐,漫岛咖啡,50,4,17
8730,西餐,MASTER美仕特海鲜牛排,161,4,0
8731,西餐,SILEX打火石餐厅,286,4,0
8732,烧烤烤肉,公牛先生章鱼水煎肉（松江万达店）,81,5,53
8733,烧烤烤肉,四兄弟的啤酒烧烤,102,5,8
8734,烧烤烤肉,彭妈家·火山岩烤肉,71,4,893
8735,烧烤烤肉,石烤屋,49,5,108
8736,烧烤烤肉,花御烧（合生汇店）,81,4,16
8737,烧烤烤肉,明宝炭烧食府,54,4,19
8738,烧烤烤肉,烧货煮厂（中原城市广场店）,131,4,9
8739,烧烤烤肉,马伯清真餐厅,50,3,8
8740,烧烤烤肉,二子烧•烧烤龙虾小海鲜（长寿路总店）,108,4,10
8741,烧烤烤肉,上海滴水湖户外烧烤基地（西岛店）,107,5,110
8742,烧烤烤肉,原记串烧酒馆,114,4,0
8743,烧烤烤肉,小顽牛自助烤肉,69,4,21
8744,烧烤烤肉,东北风烧烤,28,4,32
8745,烧烤烤肉,酒肆烧烤,85,4,1
8746,烧烤烤肉,狼来了碳烤羊腿（民星路店）,96,4,4
8747,西餐,BAKER&SPICE（世纪汇店）,73,4,0
8748,西餐,Salad Formula 沙拉方程式（大学路店）,41,4,21
8749,西餐,Zeitgeist塞德斯德国餐厅,150,5,2
8750,西餐,Bourbon Cookhouse玻本厨房（阿拉城店）,141,4,0
8751,西餐,多美芝·比萨·意面（118广场店）,32,4,33
8752,西餐,康得思大堂酒廊,110,4,0
8753,西餐,Home Field,144,5,4
8754,西餐,FFF全家亲子餐厅,83,3,0
8755,西餐,SISTERS BAR & RESTAURANT,192,5,4
8756,西餐,罗港园（瑞虹店）,33,4,2
8757,西餐,1886德国汽车餐厅（外滩13号店）,155,4,419
8758,西餐,THE SPOT RESTAURANT & BAR（铜仁路店）,120,4,13
8759,西餐,米莉西餐厅,74,4,8
8760,西餐,爵士岛咖啡（虹桥店）,59,4,10
8761,西餐,瓦的音乐酒馆（嘉定店）,78,0,18
8762,烧烤烤肉,鲜江湖旋转烤串,83,4,5
8763,烧烤烤肉,赤木炭火烤肉,89,5,1218
8764,烧烤烤肉,羊如山碳烤全羊·烤羊腿,125,3,0
8765,烧烤烤肉,宇哥东北碳火烤肉+烤串（嘉涌路店）,58,5,86
8766,烧烤烤肉,第一站音乐烤吧,79,3,7
8767,烧烤烤肉,八八零原味烤肉,74,3,0
8768,烧烤烤肉,江小帅烤场,98,3,0
8769,烧烤烤肉,大浪烤肉酒场,90,3,0
8770,烧烤烤肉,崔家木炭烤肉（吉嘉广场店）,91,3,1
8771,烧烤烤肉,亚克西新疆特色烧烤,102,3,1
8772,烧烤烤肉,睡不着海鲜小炒,80,3,0
8773,烧烤烤肉,麦凯伦澳洲精酿啤酒烤肉吧,113,4,124
8774,烧烤烤肉,君君音乐烤吧,77,4,93
8775,烧烤烤肉,BGC芝士大肉肉串,20,4,9
8776,烧烤烤肉,原始人烤吧,88,3,3
8777,西餐,芝根芝底（尚泰路店）,38,4,21
8778,西餐,美第奇意式屋,50,3,4
8779,西餐,芝根芝底（翠竹路店）,20,4,25
8780,西餐,广富林路餐厅（松江三迪曼哈顿广场店）,61,3,3
8781,西餐,HEAT FRENCH ROTISSERIE & BISTRO（凯德晶萃店）,111,4,7
8782,西餐,GREYBOX COFFEE&KITCHEN&BAR（白玉兰广场购物中心店）,64,4,0
8783,西餐,啡雪咖啡,42,5,82
8784,西餐,砧牛·和牛烤肉饭牛排汉堡（淮海路巴黎春天店）,64,4,0
8785,西餐,顽童堡亲子餐厅,133,4,1
8786,西餐,ATLAS Brewery 寰图精酿（雅居乐店）,218,4,0
8787,西餐,Brownstone Tapas & Bar布朗石西班牙餐厅酒吧（永嘉庭店）,210,4,20
8788,西餐,宝安大酒店大堂吧,82,3,3
8789,西餐,吾爱牛排,70,3,1
8790,西餐,Brownstone Tapas & Bar布朗石西班牙餐厅酒吧（96广场店）,185,5,4
8791,西餐,雪岳山烤串,87,4,101
8792,西餐,文庐收藏艺术主题餐厅,291,5,1
8793,西餐,安丽斯德国烧烤Anly's（日月光店）,67,3,133
8794,西餐,Anteroom,233,4,0
8795,西餐,The Butchers Club Prime 堡爵仕 Prime（港汇恒隆广场店）,148,4,0
8796,西餐,bluefrog蓝蛙（迪士尼小镇店）,132,4,41
8797,西餐,ALL THE LOVERS（茂名北路店）,76,4,0
8798,西餐,TERRY&LOO 太热狗（南京东路店）,39,0,0
8799,西餐,Pizza Marzano玛尚诺（环球港店）,125,4,91
8800,西餐,THIRD SPACE 第三空间,93,4,4
8801,西餐,Cotton's（新华路店）,178,4,0
8802,西餐,NOKNOK,82,5,2
8803,西餐,Le Jardin d'Antoine 安托尼红磨坊,337,4,1
8804,西餐,WOLFGANG PUCK BAR & GRILL（新天地店）,198,3,2
8805,西餐,Dream Brewers 梦想酿造餐厅,219,5,1
8806,西餐,Alma西班牙创意料理（陆家嘴中心店）,182,4,0
8807,烧烤烤肉,年轻烧货·铁板烧,90,5,8
