,dish_type,restaurant_name,price,star,comment_num
3174,川湘菜,毛轩饭店（曲阳店）,48,3,90
3175,川湘菜,筷莫停湘菜馆,58,4,116
3176,川湘菜,久久丫鸭脖（求仁店）,28,4,62
3177,川湘菜,江南公社（九亭店）,53,4,178
3178,川湘菜,麻小丨麻辣诱惑（虹口龙之梦店）,96,4,2702
3179,川湘菜,荳荳小厨,57,4,177
3180,其他美食,上海海景海港大酒店（餐饮部）,81,3,19
3181,其他美食,鸿运家常菜（横港路店）,41,5,63
3182,其他美食,特色大灶土鸡,82,5,94
3183,其他美食,重庆鸡公煲（石湖荡店）,43,4,6
3184,其他美食,农家土灶台,71,5,331
3185,其他美食,甜心蛋糕店（幸运分店）,14,5,254
3186,其他美食,小豆丁Cake,0,3,1
3187,其他美食,苏北土灶台,68,4,285
3188,其他美食,健康公式（Mcafe合作店）,97,5,34
3189,其他美食,Miss Fresh轻食,43,5,32
3190,其他美食,农家土菜,35,3,1
3191,其他美食,游园觅食记·小龙虾烧烤料理店,112,4,8
3192,其他美食,BANLANBEER斑蓝啤酒吧（七宝店）,125,3,2
3193,其他美食,原烹即蒸海鲜主题餐厅（永德路店）,107,5,588
3194,其他美食,蕃乐食品店,0,3,5
3195,川湘菜,湖南毛家湘菜（西门路店）,54,4,149
3196,川湘菜,村夫烤鱼（德华路店）,56,3,232
3197,川湘菜,叶品盛酸菜鱼（八佰伴店）,82,4,474
3198,川湘菜,辛湘园,45,4,79
3199,川湘菜,老北京羊蝎子,60,4,210
3200,川湘菜,缘聚湘菜馆,57,5,743
3201,川湘菜,椒锅锅（吴江路店）,44,5,283
3202,川湘菜,周记人家,70,4,249
3203,川湘菜,湘泉口口原汁老湘味（虹桥店）,84,4,93
3204,川湘菜,金湘缘,71,4,169
3205,川湘菜,和美酒家,55,4,299
3206,川湘菜,农家湘味酒楼,63,4,97
3207,川湘菜,湘里人家（南汇新城店）,52,4,152
3208,川湘菜,重庆鸡公煲村夫烤鱼,44,4,227
3209,川湘菜,潇湘寨（城东路店）,53,4,202
3210,日本料理,酷肯曼·虾料理融合餐厅（悦乐坊店）,77,5,16
3211,日本料理,隐尚一番屋日料寿司（塘桥店）,74,4,15
3212,日本料理,名村小拾の深夜食堂（周浦店）,72,4,0
3213,日本料理,慢食·日本料理,265,4,2
3214,日本料理,一介日本料理,63,3,0
3215,日本料理,鴻匠铁板烧日本料理（维璟广场店）,123,4,3
3216,日本料理,樱味富士料理（延长路店）,132,4,0
3217,日本料理,牛小新烧肉屋（淮海中路店）,118,5,3429
3218,日本料理,鮨士道寿司（百联世纪店）,68,5,37
3219,日本料理,秋叶原日式料理,102,4,38
3220,日本料理,明治屋（龙湖虹桥天街店）,93,4,0
3221,日本料理,山葵伴Wasabi Sushi寿司（环球港店）,135,4,6
3222,日本料理,AJIYA别馆（浦东鸿街店）,236,5,0
3223,日本料理,君之味日本料理丨铁板烧,135,4,9
3224,日本料理,米番屋（柳营路店）,23,4,5
3225,江浙菜,吴房农家乐,73,3,3
3226,江浙菜,三阳湾食府,73,4,100
3227,江浙菜,何家桥酒楼,59,4,2
3228,江浙菜,五谷香·海鲜农家乐（海湾店）,58,4,29
3229,江浙菜,老地方369农家菜,66,3,11
3230,江浙菜,龙门饭店,66,4,28
3231,江浙菜,随便吃吃,73,3,2
3232,江浙菜,象山海鲜（上南路店）,93,5,270
3233,江浙菜,为民饭店,66,3,2
3234,江浙菜,鱼米之香,35,5,42
3235,江浙菜,丰乐轩土菜（叶榭店）,73,4,54
3236,江浙菜,安徽饭店（松东路店）,41,3,1
3237,江浙菜,乡里乡亲,47,3,0
3238,江浙菜,盘盘香饭店,37,3,21
3239,江浙菜,颛桥人家（鑫都商业广场店）,178,3,8
3240,其他美食,松江名灶农家乐（新桥店）,53,5,375
3241,其他美食,好媳妇厨坊,60,3,0
3242,其他美食,溪林小馆（万科海上传奇店）,44,4,180
3243,其他美食,龙江顺天福,58,4,63
3244,其他美食,皖湘情·小龙虾,84,3,0
3245,其他美食,老地方369农家菜,66,3,11
3246,其他美食,大龙农家乐（崇明陈家镇店）,72,5,36
3247,其他美食,安徽饭店（松东路店）,41,3,1
3248,其他美食,上海宝山德尔塔酒店·真味馆中餐厅,200,4,3
3249,其他美食,东北人家私房菜（金通路店）,48,3,2
3250,其他美食,乡村田野,63,3,0
3251,其他美食,段式龙虾（周东路旗舰店）,71,4,14
3252,其他美食,天天农家乐（崇明东平森林公园店）,52,5,99
3253,其他美食,王府私房厨,70,4,26
3254,其他美食,一品永丰（新市北路店）,57,4,845
3255,川湘菜,一唇香迷踪蟹酸菜鱼,48,4,883
3256,川湘菜,湘里乡（国权北路店）,64,4,115
3257,川湘菜,重庆鸡公煲,50,5,72
3258,川湘菜,妙手湘（澳门路店）,64,4,28
3259,川湘菜,蜀地源冒菜（国庠路店）,32,4,73
3260,川湘菜,阿旺龙虾（阿旺烧鸡公）,75,4,36
3261,川湘菜,重庆鸡公煲,33,5,849
3262,川湘菜,魔锅坊·麻辣香锅,46,5,698
3263,川湘菜,火辣川菜馆,44,5,281
3264,川湘菜,若邻小厨,59,4,98
3265,川湘菜,千岛缘酒家,74,5,377
3266,川湘菜,大川记,18,3,85
3267,川湘菜,蜀湘宴（上川路店）,57,4,80
3268,川湘菜,品尊1号,96,4,21
3269,川湘菜,红枫小厨,60,3,121
3270,日本料理,初霖和牛烧肉（人民广场店）,153,5,376
3271,日本料理,过路人饭团,13,3,108
3272,日本料理,お箸日本料理,225,4,404
3273,日本料理,东方司宴 SIYA CUISINE（外滩店）,522,5,0
3274,日本料理,熹舍ラーメン,36,4,16
3275,日本料理,丁丁和丹丹,70,3,2
3276,日本料理,食乐无双烧鸟酒场,156,4,3
3277,日本料理,荣新馆（金汇四季3号店）,373,5,261
3278,日本料理,夢間心ゆめまごころ怀石料理（成山路店）,345,5,2
3279,日本料理,串魂居酒屋（静安店）,111,4,7
3280,日本料理,花木寿司,39,5,9
3281,日本料理,Kiyomi烎元气烤肉（上海南站店）,70,4,28
3282,日本料理,炎川日本料理,277,4,1
3283,日本料理,一家·寿喜锅（襄阳坊店）,125,3,24
3284,日本料理,渡边日料（上港邮轮城店）,362,4,5
3285,其他美食,老北京涮羊肉,76,4,8
3286,其他美食,高谛巴塞罗那餐厅 Gaudí Barcelona,88,3,0
3287,其他美食,绿宝亭西餐厅,87,4,17
3288,其他美食,松江名灶农家乐（泗泾店）,77,3,16
3289,其他美食,地锅传奇,64,3,57
3290,其他美食,阿坝冒菜（宝龙店）,20,3,6
3291,其他美食,赣湘绝,85,4,20
3292,其他美食,锦欣农庄（陈家镇店）,58,3,1
3293,其他美食,海上大美咖,30,3,15
3294,其他美食,葫芦蛙炭烧牛蛙餐厅（龙阳广场店）,72,4,323
3295,其他美食,上海家悦,80,4,19
3296,其他美食,千岛湖淳味馆,80,4,12
3297,其他美食,丽宝海派私房菜,84,3,43
3298,其他美食,小胖羊肉面,29,4,6
3299,其他美食,淮河两岸农家菜（马桥店）,67,5,85
3300,川湘菜,巫山烤全鱼,45,4,268
3301,川湘菜,百素我家酸菜鱼（中山公园一店）,67,4,833
3302,川湘菜,川金龙时尚骨头王火锅,74,4,17
3303,川湘菜,锅事汇麻辣香锅（万达广场店）,55,3,245
3304,川湘菜,在这（莘庄店）,55,5,70
3305,川湘菜,蜀串王老成都串串香（剑河路店）,74,5,38
3306,川湘菜,郑记小厨,50,5,639
3307,川湘菜,重庆鸡公煲村夫烤鱼（卫零店）,48,5,92
3308,川湘菜,湘会天下（梅园路店）,57,4,327
3309,川湘菜,星食汇一品香锅（汇京国际广场店）,49,5,639
3310,川湘菜,蜀航阁,54,4,25
3311,川湘菜,川味香,48,4,30
3312,川湘菜,沪部巷·烤鱼龙虾湖北菜（梅花路店）,76,5,237
3313,川湘菜,老妈私房菜（周浦店）,51,5,37
3314,川湘菜,巫山烤全鱼（龙华路店）,70,4,533
3315,川湘菜,乐园餐厅,59,4,17
3316,川湘菜,思川情酒楼,45,4,6
3317,川湘菜,川香小菜,56,4,13
3318,川湘菜,村夫烤鱼（四川北路店）,88,3,66
3319,川湘菜,渝府我家泡菜鱼（秀沿路迪士尼店）,57,4,406
3320,川湘菜,麻省理功-深海烤鱼（金山百联店）,68,4,2651
3321,川湘菜,一抹椒羞（长宁店）,67,5,2016
3322,川湘菜,三湘福湘菜,61,4,554
3323,川湘菜,大碗湘,46,4,224
3324,川湘菜,湘香楼,42,5,667
3325,川湘菜,村夫烤鱼,40,3,5
3326,川湘菜,渝湘厨,53,5,580
3327,川湘菜,阿九家纸包鱼·小龙虾（赤峰路店）,66,5,245
3328,川湘菜,鱼酷活力烤鱼（张江长泰店）,79,5,875
3329,川湘菜,和事佬东北碳烤·小龙虾（闸北店）,70,3,85
3330,其他美食,淮河两岸农家菜（马桥店）,67,5,85
3331,其他美食,龙门花甲（赵高公路店）,31,4,3
3332,其他美食,粤玲珑中餐厅,106,4,232
3333,其他美食,刘罗锅土灶台,94,4,72
3334,其他美食,源素堂禅茶素食（巴比伦店）,63,4,57
3335,其他美食,家悦农家菜（三林店）,73,4,146
3336,其他美食,诚鑫特色农家菜馨乐园饭店（崇明森林公园店）,65,4,19
3337,其他美食,将太无二（虹口龙之梦店）,121,4,38
3338,其他美食,黄记大锅台,45,3,4
3339,其他美食,荟芳阁（新场店）,43,4,45
3340,其他美食,BMS Organics 蔬事（兴业太古汇店）,106,4,7
3341,其他美食,鲜阁东北家常菜,55,4,21
3342,其他美食,千家渔味馆,57,4,184
3343,其他美食,传奇大锅台,67,4,130
3344,其他美食,膳道（西郊店）,293,4,10
3345,蛋糕甜点,CIAO巧（扬子精品酒店店）,189,4,45
3346,蛋糕甜点,奇奇烘培,83,4,92
3347,蛋糕甜点,巴黎贝甜（古北路店）,33,4,92
3348,蛋糕甜点,麦中麦蛋糕,0,5,38
3349,蛋糕甜点,麦香西饼屋（洞泾·同乐路店）,0,3,9
3350,蛋糕甜点,闽香面包房（凤星路店）,25,4,38
3351,蛋糕甜点,宜芝多（虹桥店）,28,4,22
3352,蛋糕甜点,票票糖·港式甜品,27,4,11
3353,蛋糕甜点,冰兰冷饮批发部,15,5,42
3354,蛋糕甜点,四季甜品,24,4,9
3355,蛋糕甜点,欧贝客烘焙坊,30,3,189
3356,蛋糕甜点,唯尚咖啡,49,4,215
3357,蛋糕甜点,上海浦东丽晟假日酒店多瑙河全日自助餐厅,79,5,390
3358,蛋糕甜点,士百士,16,4,25
3359,蛋糕甜点,贝小七高端定制甜品桌茶歇,63,4,19
3360,川湘菜,和事佬东北碳烤·小龙虾（闸北店）,70,3,85
3361,川湘菜,川堂风（中星城店）,66,5,55
3362,川湘菜,烧鸡公烤鱼,53,4,57
3363,川湘菜,川湘菜馆（外冈镇店）,49,4,16
3364,川湘菜,花园鱼庄,79,4,102
3365,川湘菜,渝信川菜（华盛店）,71,5,3923
3366,川湘菜,重庆鸡公煲村夫烤鱼,30,4,34
3367,川湘菜,虾球传·创新川菜（新天地店）,99,4,119
3368,川湘菜,欣悦小馆（莘松路店）,60,4,14
3369,川湘菜,帅麻辣私房海鲜外卖,67,4,0
3370,川湘菜,川乡阁（绿地正大乐城店）,56,5,159
3371,川湘菜,湘味浏阳蒸菜,28,3,1
3372,川湘菜,辣么开心麻辣香锅,31,4,338
3373,川湘菜,大胡子烧烤巫山烤鱼,30,4,50
3374,川湘菜,佰亩菜田（川沙店）,59,0,10
3375,其他美食,地锅传奇（俱进路店）,68,4,3
3376,其他美食,嘻唰唰阿木龙虾（灵石路店）,77,4,39
3377,其他美食,壹亩田农家菜（沈杜公路店）,45,3,5
3378,其他美食,大开沙界沙拉轻食站（江浦店）,38,3,1
3379,其他美食,美盛家园土菜馆,65,4,14
3380,其他美食,皖宴,826,5,0
3381,其他美食,海立阁海鲜（King88广场店）,190,4,4
3382,其他美食,湘霸王（兴梅路店）,57,3,9
3383,其他美食,宝丽嘉酒店·嘉府壹号中餐厅,439,5,1
3384,其他美食,枣子树（黄金城道店）,136,5,528
3385,其他美食,Transcend·超越烘焙,47,4,4
3386,其他美食,老马家灶台,68,4,38
3387,其他美食,传奇滋补蒸鸡,68,3,1
3388,其他美食,味道徐州地锅村（板泉路店）,64,4,115
3389,其他美食,益味佳小食店,0,3,3
3390,江浙菜,丰乐轩土菜（叶榭店）,73,4,54
3391,江浙菜,安徽饭店（松东路店）,41,3,1
3392,江浙菜,乡里乡亲,47,3,0
3393,江浙菜,盘盘香饭店,37,3,21
3394,江浙菜,颛桥人家（鑫都商业广场店）,178,3,8
3395,江浙菜,南京大牌档（百联又一城店）,75,4,450
3396,江浙菜,品珍轩中餐厅,101,4,161
3397,江浙菜,钱氏饭店,52,4,2
3398,江浙菜,味出名门（头桥店）,56,4,33
3399,江浙菜,莉莉桃园羊肉店,35,3,0
3400,江浙菜,醇湘饭店,56,4,406
3401,江浙菜,酒坛子饭桶（老灶柴火饭）,53,5,39
3402,江浙菜,南翔饭店,74,3,2
3403,江浙菜,东方明珠老上海8号餐厅,160,4,119
3404,江浙菜,叫化鸡酒店,51,4,78
3405,日本料理,缘·烧肉酒场（丹巴路苏宁天御店）,232,4,5
3406,日本料理,鲚外带寿司,33,3,50
3407,日本料理,小仓乐极浓博多（长泰店）,51,3,8
3408,日本料理,BEEF ME原切和牛馆（彩生活时尚广场店）,74,0,12
3409,日本料理,鸟皇·日式烧鸟红酒餐厅,76,3,0
3410,日本料理,花蝶居酒屋（东方路店）,171,5,567
3411,日本料理,和番の丼飯（七宝车配龙店）,35,4,46
3412,日本料理,鮨千禧日本料理（南翔店）,259,4,15
3413,日本料理,和缘精致烧肉·料理,101,5,38
3414,日本料理,纯彩居酒屋（96广场店）,196,4,24
3415,日本料理,味小屋日本料理,139,4,22
3416,日本料理,竹若金枪鱼（古北店）,245,4,41
3417,日本料理,虎串•串烧饭（晶品店）,74,4,1
3418,日本料理,XDD響丼丼鱼生饭の专门店（世纪汇店）,82,5,44
3419,日本料理,隐司（闵行区店）,257,4,35
3420,川湘菜,溪雨观酸菜鱼（祝桥店）,74,3,80
3421,川湘菜,溪雨观酸菜鱼（绚荟城店）,71,5,196
3422,川湘菜,来了蛙·老重庆炭火蛙锅（九亭虬泾路店）,75,5,109
3423,川湘菜,李记葫炉鱼,70,0,1
3424,川湘菜,徽小馆土菜,50,3,0
3425,川湘菜,旺池川萃（世纪汇广场店）,116,4,20
3426,川湘菜,巫山烤全鱼虾雨龙虾（万辉国际广场店）,71,4,17
3427,川湘菜,鱼塘我家酸菜鱼,43,3,5
3428,川湘菜,美蛙王子（大宁音乐广场店）,62,5,558
3429,川湘菜,古奴我家酸菜鱼（浦江城市生活广场店）,75,4,497
3430,川湘菜,王记香辣虾,61,5,51
3431,川湘菜,川引力·龙虾有瘾·屋顶花园餐厅（南方休闲广场店）,69,5,28
3432,川湘菜,渝胖子老城区炭火蛙锅（开元地中海店）,101,3,156
3433,川湘菜,江枫鱼火麻辣香锅（临港宝龙广场店）,45,5,762
3434,川湘菜,鑫港酒家（周浦店）,70,3,2
3435,其他美食,卡通尼—Bon & Cheers棒恰恰欢乐餐厅,88,4,2
3436,其他美食,太素蔬食（巴黎春天店）,80,4,41
3437,其他美食,过路人台湾饭团（亭林店）,17,5,130
3438,其他美食,皖约（星游城店）,90,5,62
3439,其他美食,强记潮汕砂锅粥,64,4,309
3440,其他美食,嘉定人家,56,3,7
3441,其他美食,蛋蛋屋蛋包饭（金山万达店）,19,4,312
3442,其他美食,骑士森林,70,3,7
3443,其他美食,聚锅丰,49,5,514
3444,其他美食,临湖素食,114,4,9
3445,其他美食,柒月粉（大学路店）,37,5,183
3446,其他美食,浙東頭,98,4,4
3447,其他美食,520家常菜,48,0,6
3448,其他美食,金甲元,113,4,17
3449,其他美食,山东地锅（曹路店）,51,4,376
3450,日本料理,芥缘居料理,102,3,1
3451,日本料理,椿町日本料理居酒屋,106,4,16
3452,日本料理,Beefman 牛肉人（2号店）,146,4,0
3453,日本料理,俱舍·藏—和牛寿喜锅专门店,246,3,0
3454,日本料理,竹乃屋居酒屋（九亭店）,108,4,20
3455,日本料理,初风烧肉酒场·炭火,176,4,8
3456,日本料理,虎丸烧肉（世纪汇店）,178,4,2
3457,日本料理,峻井一等烧肉（太平洋森活店）,46,4,19
3458,日本料理,味自慢三匠日本料理店（徐家汇美食城店）,89,4,3
3459,日本料理,面屋武蔵&UCC（人广来福士店）,63,4,10
3460,日本料理,七贤日料,187,4,1
3461,日本料理,董米多寿司（静安店）,115,4,3
3462,日本料理,小大志黑毛牛串居酒屋（长宁店）,220,5,0
3463,日本料理,熹之味,191,4,17
3464,日本料理,和岚味自慢（金山旗舰店）,145,4,4
3465,川湘菜,胡胖子,82,4,53
3466,川湘菜,诸葛烤鱼（新桥镇南环路店）,68,5,445
3467,川湘菜,蜀天上香锅（上海大学店）,54,4,105
3468,川湘菜,私房九道菜,94,3,8
3469,川湘菜,爱尚逗蛙·炭火牛蛙（中庚漫游城店）,85,3,15
3470,川湘菜,重庆易老头三样菜（明中广场店）,84,3,15
3471,川湘菜,恋鱼家（新理想广场店）,34,3,9
3472,川湘菜,少城里.生蚝烧烤,69,4,0
3473,川湘菜,麻辣村,88,3,9
3474,川湘菜,小喵泡泡鱼,0,4,8
3475,川湘菜,花与红麒麟成都料理,46,5,1388
3476,川湘菜,围炉而坐·炭火我家酸菜鱼,85,4,5
3477,川湘菜,花醉法式川菜音乐餐厅,252,5,0
3478,川湘菜,十食湘BISTRO（陆家嘴中心店）,160,4,0
3479,川湘菜,宝燕音乐餐厅·海鲜·川菜,96,4,16
3480,日本料理,小句号日本料理（嘉定中信万达店）,113,4,28
3481,日本料理,千两（环贸iapm商场店）,198,4,0
3482,日本料理,鮨士道（白玉兰广场店）,55,4,0
3483,日本料理,花月（兆丰广场店）,98,4,0
3484,日本料理,上井精致料理（三林印象城店）,248,4,8
3485,日本料理,HARU KITCHEN披头士日本料理,114,4,8
3486,日本料理,海猫炭火铁板烧肉·日本料理,133,4,9
3487,日本料理,七笑日式料理（世茂滨江店）,271,5,2
3488,日本料理,林妈妈刺身寿司（顾村正大店）,112,5,41
3489,日本料理,紫料亭 Murasaki,380,5,2
3490,日本料理,阿福神ビリケン·日本料理,131,4,6
3491,日本料理,樱漫日料,108,4,1
3492,日本料理,柚子（百联南桥购物中心店）,292,4,147
3493,日本料理,真田食堂（浦东店）,110,4,1
3494,日本料理,九州酒场,219,4,0
3495,其他美食,阿里王椒盐蛇段（板泉路店）,128,4,4
3496,其他美食,红薯坊土薯馆,10,3,6
3497,其他美食,U知U味生态餐厅,77,5,59
3498,其他美食,东北人家饺子坊,33,4,593
3499,其他美食,公鸡村,58,4,22
3500,其他美食,椰庭椰子鸡（徐汇日月光店）,101,4,761
3501,其他美食,铂瑞酒店臻萃轩中餐厅,284,4,1
3502,其他美食,闽台鲜简餐海鲜大排档（虹顺广场店）,44,3,0
3503,其他美食,宴江楼·农家菜,91,4,58
3504,其他美食,东楠湾食府（金平路店）,70,3,3
3505,其他美食,金福门（朱泾店）,72,3,937
3506,其他美食,九家·千岛湖鱼头馆,64,5,55
3507,其他美食,地锅鸡（武夷路店）,77,5,377
3508,其他美食,大蔬无界（徐家汇店）,206,4,14
3509,其他美食,Max&salad大开沙界（前滩店）,50,4,0
3510,川湘菜,疯狂的鸭脑壳,77,0,1
3511,川湘菜,湘辣小厨（浦江店）,69,3,2
3512,川湘菜,麻辣盛宴·麻辣香锅（青浦宝龙广场店）,49,5,385
3513,川湘菜,二爷厨房,73,5,41
3514,川湘菜,恋鱼家,37,3,1
3515,川湘菜,花儿胡同音乐酒馆,107,4,8
3516,川湘菜,星香源,84,4,99
3517,川湘菜,梁记粥铺（碧江广场店）,57,4,9
3518,川湘菜,鱼米汁香,41,3,3
3519,川湘菜,我在成都等你（五角场店）,72,5,1169
3520,川湘菜,金蛙少侠,67,4,23
3521,川湘菜,湘沪缘,47,4,188
3522,川湘菜,溪雨观酸菜鱼（懿德城店）,86,4,4
3523,川湘菜,筋牛座（江桥万达店）,28,4,23
3524,川湘菜,蜀家肴,53,3,19
3525,日本料理,和也日料,125,4,2
3526,日本料理,池户水产（虹桥南丰城店）,67,4,3
3527,日本料理,北顶星厨烧肉居酒屋,130,4,3
3528,日本料理,小东樱烧肉,159,5,5
3529,日本料理,花盛精致料理（乐坊芦恒店）,69,3,4
3530,日本料理,大和食乐,158,4,0
3531,日本料理,伴斤捌两,172,5,0
3532,日本料理,秀寿司（七宝店）,100,5,0
3533,日本料理,丸忠寿司（新大陆店）,123,5,1
3534,日本料理,烧烤者联盟日式炭烤,131,4,0
3535,日本料理,大爱料理（海江路店）,48,3,3
3536,日本料理,谦轩烧肉,149,4,1
3537,日本料理,初心屋·日本料理（宝山万达金街店）,84,4,7
3538,日本料理,东京合道寿司（壹丰广场四川北路店）,91,5,40
3539,日本料理,龍一烧肉酒场,155,4,4
3540,其他美食,诸葛烤鱼·倪氏龙虾（周浦店）,81,4,98
3541,其他美食,青蔬捞烫（虹口月亮湾店）,25,4,417
3542,其他美食,Vgear薇歌音乐台菜馆（龙之梦店）,96,4,130
3543,其他美食,申光大酒店（陌上花开1997）,50,4,60
3544,其他美食,大佬印象·江湖菜,76,4,100
3545,其他美食,鑫杰小厨（彩生活店）,83,4,31
3546,其他美食,帝璟丽致大酒店·Le Corner西餐厅,90,5,144
3547,其他美食,传奇大锅台,76,4,39
3548,其他美食,胡桃里音乐酒馆（徐汇店）,179,5,49
3549,其他美食,大唐民间菜（星月广场店）,102,4,30
3550,其他美食,驴公驴婆（曹杨店）,29,5,167
3551,其他美食,重庆鸡公煲·巫山烤全鱼（唐镇店）,55,5,110
3552,其他美食,静安铂尔曼酒店金唐荟中餐厅,127,4,3
3553,其他美食,弘顺法哥.小鱼儿音乐鱼坊,48,3,3
3554,其他美食,鲜洋海鲜农家乐,50,3,3
3555,江浙菜,上海海景海港大酒店（餐饮部）,81,3,19
3556,江浙菜,舜记餐厅,264,4,39
3557,江浙菜,禾谷淮扬菜（嘉定店）,61,4,121
3558,江浙菜,汉宫海鲜大酒店（青浦店）,99,4,25
3559,江浙菜,方圆村酒楼象山海鲜（松江店）,67,5,95
3560,江浙菜,上海宝山德尔塔酒店·真味馆中餐厅,200,4,3
3561,江浙菜,锦欣农庄（陈家镇店）,58,3,1
3562,江浙菜,阳澄湖大闸蟹（斜土路店）,133,4,16
3563,江浙菜,月湖萃（大悦城店）,101,4,12
3564,江浙菜,小三园（金山万达店）,48,5,514
3565,江浙菜,南青华美达大酒店蛮有味道中餐厅,147,4,18
3566,江浙菜,王府私房厨,70,4,26
3567,江浙菜,上海家悦,80,4,19
3568,江浙菜,海晏河清潮汕砂锅粥（金桥太茂店）,88,4,11
3569,江浙菜,千岛湖淳味馆,80,4,12
3570,日本料理,Dorajiドラジ朵吉日式烧肉&火锅（原虎丸烧肉）（财富108广场店）,100,3,0
3571,日本料理,SPICCO意式酒吧餐厅（虹桥店）,126,4,10
3572,日本料理,Top House（七宝宝龙旗舰店）,79,4,1
3573,日本料理,三鱻屋生鲜料理,38,3,0
3574,日本料理,WAGAYA我が家（新邻生活广场店）,53,4,12
3575,日本料理,盛寿司（永康路店）,70,4,189
3576,日本料理,胜博殿日式炸猪排（合生汇店）,102,4,15
3577,日本料理,松户日式拉面,44,3,0
3578,日本料理,银座梅林（虹桥机场T1店）,95,3,0
3579,日本料理,棚湃·肉舍,215,5,0
3580,日本料理,桥屋日式料理,103,4,39
3581,日本料理,武藏野（万象城店）,49,4,24
3582,日本料理,king大志烤肉黑毛牛专门店（久光店）,237,4,3
3583,日本料理,幸の居酒屋,106,4,0
3584,日本料理,明治屋（嘉亭荟城市生活广场店）,85,4,151
3585,川湘菜,耍串·川味小食研究所 （白玉兰店）,82,4,5
3586,川湘菜,鱼锅锅我家酸菜鱼,65,3,0
3587,川湘菜,溪雨观酸菜鱼（绿地东海岸时代广场店）,79,4,755
3588,川湘菜,川府新川菜,60,3,4
3589,川湘菜,天湘园（南翔店）,84,4,8
3590,川湘菜,张氏宽窄巷成都民俗餐厅（百盛优客店）,77,4,22
3591,川湘菜,鸡公煲烤鱼（万科时1区店）,53,4,272
3592,川湘菜,爱福蛙＆小龙虾主题餐厅（绿地汇中心店）,96,4,0
3593,川湘菜,闲食里烧烤龙虾川湘菜（凤城巷店）,61,5,22
3594,川湘菜,映水芙蓉（白玉兰店）,171,5,0
3595,川湘菜,本清素·我家酸菜鱼（嘉定宝龙店）,75,4,163
3596,川湘菜,蛙遇·十三香炭火蛙锅（五角场店）,93,4,68
3597,川湘菜,锦豪味稻大酒楼,112,3,7
3598,川湘菜,蜀于你的味道（汇银广场店）,64,4,7
3599,川湘菜,肥猫剁椒大鱼头,85,4,0
3600,其他美食,陆家嘴游艇会,500,3,0
3601,其他美食,食在小皖,79,4,11
3602,其他美食,川蜀味道,35,3,0
3603,其他美食,茶茶大仁,0,3,0
3604,其他美食,本味江湖菜,50,3,0
3605,其他美食,林墅农家乐餐厅（东平森林公园店）,127,4,6
3606,其他美食,姥家大灶台,49,4,281
3607,其他美食,930私房菜（虬江路店）,84,5,158
3608,其他美食,汼板汼眼（绿地缤纷广场店）,61,0,26
3609,其他美食,阿灵龙虾·烧烤·火锅（嘉定店）,75,4,28
3610,其他美食,板烧厨房（龙湖天街店）,23,3,1
3611,其他美食,湘聚缘农家菜,33,3,0
3612,其他美食,皇家部落牛排（大华店）,66,4,64
3613,其他美食,佰亩菜田（川沙店）,59,0,10
3614,其他美食,初见Sally 西餐酒吧（嘉实生活广场店）,65,3,4
3615,日本料理,千鳍匠心日料（爱琴海购物公园店）,180,0,10
3616,日本料理,新膳海铁板烧,53,3,54
3617,日本料理,山崎日本料理,209,3,3
3618,日本料理,樱粲日本料理（金陵东路店）,108,3,5
3619,日本料理,匠源,110,5,10
3620,日本料理,魔丼屋（日月光店）,131,3,195
3621,日本料理,旬野菜·日式涮涮锅专门店（浦东店）,123,4,87
3622,日本料理,阿纳迪酒店-竹善日本料理,229,4,15
3623,日本料理,醜爺烧肉本家（吴江路湟普汇店）,167,4,20
3624,日本料理,松料理,138,4,271
3625,日本料理,福山日本料理（飞洲国际店）,121,4,6
3626,日本料理,昇鳗鱼家いば昇（金虹桥店）,154,4,0
3627,日本料理,親不知日本料理,207,4,0
3628,日本料理,青森精致料理（宝龙广场店）,105,4,126
3629,日本料理,轩日式料理,73,5,70
3630,其他美食,泓昇江鲜馆,531,4,5
3631,其他美食,和牛生鲜（长宁店）,89,3,0
3632,其他美食,鲜菜坊,57,5,162
3633,其他美食,农家小院,36,4,19
3634,其他美食,古食谷香（虹桥爱博店）,73,4,22
3635,其他美食,路易时光,55,4,5
3636,其他美食,松江名灶农家乐（佘山店）,73,4,51
3637,其他美食,乐乐美吃（普乐路店）,37,4,8
3638,其他美食,经典农家菜,66,3,2
3639,其他美食,徽小馆土菜,50,3,0
3640,其他美食,左罗酒吧,100,3,23
3641,其他美食,信欣私房菜（新崇南路店）,38,3,3
3642,其他美食,喵鲜鲜-鲜椒鱼蟹煲,71,5,226
3643,其他美食,劲莲万州炸酱面（杨南路店）,28,4,40
3644,其他美食,徽乡情缘（三弦海上金街店）,75,0,5
3645,川湘菜,张氏宽窄巷成都名小吃（龙之梦购物中心虹口店）,46,4,124
3646,川湘菜,三兄弟川湘菜馆,53,3,24
3647,川湘菜,龙虾先生烤鱼先生（崇明南门店）,82,4,56
3648,川湘菜,川串锅,48,4,23
3649,川湘菜,千湖万鱼 • 千岛湖有机鱼全鱼宴,109,4,0
3650,川湘菜,魔锅坊,62,0,0
3651,川湘菜,胡子大厨·超级小炒肉（凯德国正店）,53,4,0
3652,川湘菜,盛天毛血旺,73,4,7
