,dish_type,restaurant_name,price,star,comment_num,location
2601,川湘菜,真火鱼蛙,61,4,5,嘉定区
2602,川湘菜,蜀记麻辣香锅（神州智慧天地店）,62,5,120,闵行区
2603,川湘菜,魔锅坊麻辣香锅（安亭财富广场店）,39,5,2089,嘉定区
2604,川湘菜,浠乡记,90,4,7,宝山区
2605,川湘菜,重庆鸡公煲村夫烤鱼（南桥路店）,50,4,850,奉贤区
2606,川湘菜,巫山烤鱼（城东路店）,48,4,1079,浦东新区
2607,川湘菜,川福聚（物华路店）,61,4,0,虹口区
2608,川湘菜,村夫烤鱼（七莘路店）,65,3,1936,闵行区
2609,川湘菜,江边月影·烤全鱼（龙阳广场店）,78,3,2833,浦东新区
2610,江浙菜,House家宴经典本帮菜（古北路店）,142,4,19,闵行区
2611,江浙菜,好人家美食林,66,3,3,宝山区
2612,江浙菜,象山渔港（板泉路店）,110,3,0,浦东新区
2613,江浙菜,沈佳大酒店,89,3,1,闵行区
2614,江浙菜,聚福酒楼,43,4,8,松江区
2615,江浙菜,隽味阁,53,3,2,浦东新区
2616,江浙菜,老地方餐馆,68,3,4,浦东新区
2617,江浙菜,小食光,63,3,86,宝山区
2618,江浙菜,小食府酒楼,83,4,10,金山区
2619,江浙菜,渔品鲜,67,5,81,金山区
2620,江浙菜,嘉园饭店,55,3,2,奉贤区
2621,江浙菜,古村农家乐,49,4,8,青浦区
2622,江浙菜,小花园餐厅（中信广场店）,76,5,36,虹口区
2623,江浙菜,徽香缘农家菜（好爱广场店）,56,3,0,闵行区
2624,江浙菜,枕河酒家农家乐,58,4,16,青浦区
2625,聚餐宴请,狼来了碳烤羊腿（虹井路店）,115,5,48,闵行区
2626,聚餐宴请,本港海鲜酒楼（海湾店）,80,4,22,奉贤区
2627,聚餐宴请,江南名居饭店,54,3,0,青浦区
2628,聚餐宴请,海鼎蒸蒸汽海鲜（九六广场店）,119,4,5,浦东新区
2629,聚餐宴请,江南名灶,76,4,129,杨浦区
2630,聚餐宴请,龙一海鲜（桃浦店）,406,4,7,宝山区
2631,聚餐宴请,上海瀚海明玉大酒店·明玉轩,135,3,7,杨浦区
2632,聚餐宴请,洪滔捌,43,3,5,徐汇区
2633,聚餐宴请,傅记小菜,63,5,36,浦东新区
2634,聚餐宴请,昇记港式餐厅,85,4,6,金山区
2635,聚餐宴请,古井假日酒店徽昇楼中餐厅,115,4,8,普陀区
2636,聚餐宴请,醉江东饭店,35,3,7,奉贤区
2637,聚餐宴请,潮荟·经典潮州菜,184,4,3,黄浦区
2638,聚餐宴请,上海国信紫金山大酒店汇海餐厅,157,4,29,浦东新区
2639,聚餐宴请,泡泡分享俱乐部轰趴馆,50,0,0,浦东新区
2640,其他美食,璞臻创意菜餐厅,81,5,6,黄浦区
2641,其他美食,悦洲阳光酒楼（通阳路店）,83,4,1142,奉贤区
2642,其他美食,翠晶水上餐厅,88,4,429,松江区
2643,其他美食,山人垚（悦荟店）,54,3,280,黄浦区
2644,其他美食,徽膳轩（汇智国际商业中心店）,68,4,466,浦东新区
2645,其他美食,湘侬食坊（华漕店）,57,4,1073,闵行区
2646,其他美食,蚝门宴,102,5,3,松江区
2647,其他美食,农丰园土菜馆,52,3,0,杨浦区
2648,其他美食,味滋源家常炒菜（宜山路店）,32,4,4,徐汇区
2649,其他美食,将将好小酒馆,100,5,2,杨浦区
2650,其他美食,Q心蛋糕（听潮南路店）,63,4,803,浦东新区
2651,其他美食,新闽香食品,14,4,13,徐汇区
2652,其他美食,皖荟·徽菜,91,4,10,长宁区
2653,其他美食,金上海1号,57,4,819,金山区
2654,其他美食,新鲜果园,10,3,1,黄浦区
2655,川湘菜,兴蜀府,132,4,1,徐汇区
2656,川湘菜,新湘缘,60,4,655,嘉定区
2657,川湘菜,重庆鸡公煲村夫烤鱼（南桥路店）,50,4,850,奉贤区
2658,川湘菜,周渝食惦酸菜鱼（龙茗路店）,68,5,651,闵行区
2659,川湘菜,口湘堂（同济联合广场店）,65,4,1085,杨浦区
2660,川湘菜,重庆鸡公煲（朱泾店）,28,4,668,金山区
2661,川湘菜,蜀江烤鱼（松江万达店）,80,5,8159,松江区
2662,川湘菜,魔锅坊麻辣香锅（紫薇路店）,51,4,574,浦东新区
2663,川湘菜,煊道面厨（七宝店）,72,4,983,闵行区
2664,川湘菜,望湘园·洞庭渔宴（浦江华侨城店）,80,4,4618,闵行区
2665,川湘菜,小四川（云南南路店）,42,4,805,黄浦区
2666,川湘菜,汉东酸菜鱼（莲安东路店）,59,5,461,浦东新区
2667,川湘菜,鱼酷活力烤鱼（颛桥万达店）,89,3,198,闵行区
2668,川湘菜,川沪酒楼,54,5,206,浦东新区
2669,川湘菜,碗碗湘,48,4,453,宝山区
2670,聚餐宴请,双喜楼·粤菜,109,3,11,闵行区
2671,聚餐宴请,尚一汤 广东炖汤（96广场店）,139,5,2,浦东新区
2672,聚餐宴请,海润江潮,101,4,29,浦东新区
2673,聚餐宴请,嘉定美豪丽致酒店空中花园茶餐厅,187,4,7,嘉定区
2674,聚餐宴请,凯悦酒店·享悦中餐厅,307,4,0,嘉定区
2675,聚餐宴请,饭香上海菜（日月光中心广场店）,111,3,19,黄浦区
2676,聚餐宴请,九储堂（外滩店）,450,4,4,黄浦区
2677,聚餐宴请,秦记时令海鲜,60,3,0,嘉定区
2678,聚餐宴请,莆林小厨,68,4,8,松江区
2679,聚餐宴请,狼来了碳烤羊腿（梅花路店）,101,4,12,浦东新区
2680,聚餐宴请,醉江山土菜馆,84,4,124,嘉定区
2681,聚餐宴请,蜀州风韵,77,4,19,松江区
2682,聚餐宴请,鱼鲜馆农家菜,50,5,65,青浦区
2683,聚餐宴请,仨个东北人音乐烤吧,81,4,3,普陀区
2684,聚餐宴请,爷爷家的百味堂（嘉定店）,56,4,20,嘉定区
2685,其他美食,徐记私厨,118,4,50,黄浦区
2686,其他美食,粤煮粤好中餐厅,101,4,1624,浦东新区
2687,其他美食,魔锅坊麻辣香锅（虹口足球场店）,48,4,908,虹口区
2688,其他美食,徽派里传统徽菜（宝山万达店）,60,4,48,宝山区
2689,其他美食,好崎食品量贩零食连锁（肖塘店）,33,3,280,奉贤区
2690,其他美食,12th coffee 十二名号（上海南站店）,45,4,170,徐汇区
2691,其他美食,瓷忆II瓷文化餐厅（星光耀店）,119,4,7,普陀区
2692,其他美食,百味林,30,4,19,浦东新区
2693,其他美食,港丽餐厅（宏伊店）,85,4,769,黄浦区
2694,其他美食,普素GreenVege1（正大乐城店）,96,4,25,徐汇区
2695,其他美食,家宴私房菜,57,4,952,静安区
2696,其他美食,皖乡阁土菜馆,73,5,85,宝山区
2697,其他美食,宫品海参专卖店（浦东店）,2119,4,0,浦东新区
2698,其他美食,丁香花园（新海路店）,64,4,182,青浦区
2699,其他美食,小丁香私房菜（蒙山路店）,64,4,1523,金山区
2700,川湘菜,今朝桃花醉小酒馆,92,5,38,长宁区
2701,川湘菜,家湘味,37,4,160,松江区
2702,川湘菜,煊道面厨（七宝店）,72,4,983,闵行区
2703,川湘菜,鸡本无敌•中式炒鸡社,98,5,3,黄浦区
2704,川湘菜,魔锅坊麻辣香锅（紫薇路店）,51,4,574,浦东新区
2705,川湘菜,味滋源家常炒菜（宜山路店）,32,4,4,徐汇区
2706,川湘菜,鱼酷活力烤鱼（百脑汇店）,93,4,158,徐汇区
2707,川湘菜,新湘缘,60,4,655,嘉定区
2708,川湘菜,重庆鸡公煲·三国烤鱼,52,4,176,嘉定区
2709,川湘菜,蜀谭记·盐帮川菜（吴中路店）,92,4,28,闵行区
2710,川湘菜,川江鱼跃,54,5,1297,宝山区
2711,川湘菜,好莱喔涮涮煲 村夫烤鱼（古美路店）,52,4,541,闵行区
2712,川湘菜,鱼酷活力烤鱼（宝乐汇店）,70,5,659,宝山区
2713,川湘菜,汉东酸菜鱼（莲安东路店）,59,5,461,浦东新区
2714,川湘菜,魔锅坊麻辣香锅（虹口足球场店）,48,4,908,虹口区
2715,日本料理,暖居日式料理,95,4,0,虹口区
2716,日本料理,莹石日本料理,77,3,9,嘉定区
2717,日本料理,御子牛藏·炭火烧肉（虹口店）,117,4,18,虹口区
2718,日本料理,味季,134,4,0,长宁区
2719,日本料理,蘭庭·寿喜烧·炉端烧·酒（LCM置汇旭辉店）,152,4,8,浦东新区
2720,日本料理,伊腾寿司（阳城路竹之里店）,108,5,770,静安区
2721,日本料理,吉力日式料理（江桥老街店）,98,5,152,嘉定区
2722,日本料理,埼玉·精致料理·寿喜烧,145,4,22,静安区
2723,日本料理,萬倉日式料理（红点城店）,83,4,11,闵行区
2724,日本料理,超级丼（嘉亭荟店）,102,4,3,嘉定区
2725,日本料理,king大志烤肉黑毛牛专门店（中山公园店）,225,4,1,长宁区
2726,日本料理,鳗鳗的爱（长宁来福士店）,79,4,21,长宁区
2727,日本料理,大志和牛寿喜烧专门店（长宁店）,205,4,9,长宁区
2728,日本料理,吉锦咖喱吉锦面,51,3,1,浦东新区
2729,日本料理,旬鲜炭火烧肉·夜食·酒厂,164,4,12,静安区
2730,聚餐宴请,恒悦尚品,320,4,0,静安区
2731,聚餐宴请,骨头王养生骨头锅,65,4,87,浦东新区
2732,聚餐宴请,福德菜馆,73,5,14,虹口区
2733,聚餐宴请,炅爸爸小海鲜,119,4,14,松江区
2734,聚餐宴请,碳烤羊腿烧烤吧（奉城店）,68,3,25,奉贤区
2735,聚餐宴请,绿杨花谷,162,4,4,静安区
2736,聚餐宴请,厢房（陆家嘴中心店）,225,5,1,浦东新区
2737,聚餐宴请,好乐迪音乐火锅,148,3,11,黄浦区
2738,聚餐宴请,上海明捷万丽酒店餐厅,175,4,907,普陀区
2739,聚餐宴请,奢曰 印象小馆（密云店）,151,4,0,虹口区
2740,聚餐宴请,锦巷私房菜,133,3,0,宝山区
2741,聚餐宴请,兴楼火鍋（長壽路店）,411,5,1,普陀区
2742,聚餐宴请,御龙宴,112,4,13,浦东新区
2743,聚餐宴请,畔田居,137,4,0,杨浦区
2744,聚餐宴请,肥猫剁椒大鱼头,85,4,0,杨浦区
2745,其他美食,一亩方塘私房菜,308,4,0,闵行区
2746,其他美食,河鲜馆,47,4,278,青浦区
2747,其他美食,徽乡情（三林店）,53,4,235,浦东新区
2748,其他美食,黄公子,2946,5,7,徐汇区
2749,其他美食,新疆饭店（东川路店）,44,4,91,闵行区
2750,其他美食,龙门客栈（金科旗舰店）,80,4,1269,浦东新区
2751,其他美食,宫品海参专卖店（徐汇店）,0,4,0,徐汇区
2752,其他美食,卓兰塔音乐餐吧,74,4,428,松江区
2753,其他美食,外滩往事民国上海菜,87,4,1369,黄浦区
2754,其他美食,滨江·1918（浦东店）,402,4,0,浦东新区
2755,其他美食,蜀地冒菜（钦州路店）,28,4,443,徐汇区
2756,其他美食,CoffeeG&D咖啡基地,34,4,1207,浦东新区
2757,其他美食,天水雅居,0,3,0,浦东新区
2758,其他美食,森森小厨,30,4,28,虹口区
2759,其他美食,上海阿婆 （七宝店）,64,3,1066,闵行区
2760,川湘菜,许爷剁椒鱼头（第一百货店）,146,4,3,黄浦区
2761,川湘菜,川府巫山烤全鱼（海泉路店）,55,4,252,奉贤区
2762,川湘菜,蜀地冒菜,30,4,336,闵行区
2763,川湘菜,THE PEACOCK ROOM孔雀廳,451,4,2,静安区
2764,川湘菜,碗碗湘,48,4,453,宝山区
2765,川湘菜,重庆鸡公煲·村夫烤鱼（凯旋北路店）,42,4,165,普陀区
2766,川湘菜,许爷剁椒鱼头（宝地广场店）,138,5,0,杨浦区
2767,川湘菜,川菜韵味,37,4,126,松江区
2768,川湘菜,品安煲（胶州路店）,52,4,158,普陀区
2769,川湘菜,望湘园·洞庭渔宴（青浦万达店）,99,3,11,青浦区
2770,川湘菜,重庆鸡公煲川味烤鱼,48,4,1311,闵行区
2771,川湘菜,满城香菜馆,30,3,0,黄浦区
2772,川湘菜,GO辣の蛙（魔都直营青浦店）,91,3,61,青浦区
2773,川湘菜,口湘堂（同济联合广场店）,65,4,1085,杨浦区
2774,川湘菜,重庆鸡公煲（朱泾店）,28,4,668,金山区
2775,日本料理,旬鲜炭火烧肉·夜食·酒厂,164,4,12,静安区
2776,日本料理,益满溢炭火烤肉,128,4,41,闵行区
2777,日本料理,寻鲜日本料理（仙乐斯广场店）,71,5,294,黄浦区
2778,日本料理,大野本家·拉面（青浦宝龙店）,44,4,10,青浦区
2779,日本料理,鸟心（中山公园龙之梦店）,100,4,26,长宁区
2780,日本料理,八界日本料理（世纪公园店）,178,4,23,浦东新区
2781,日本料理,心饕,141,4,0,静安区
2782,日本料理,水谷屋,133,4,6,静安区
2783,日本料理,四吉日本料理（广东路店）,121,0,0,黄浦区
2784,日本料理,旭豐和食（东兰路店）,156,4,2,闵行区
2785,日本料理,琥家拉面（上海太古汇店）,61,4,2,静安区
2786,日本料理,鮨閣日本料理,117,4,28,金山区
2787,日本料理,LH TEPPANYAKI铁板烧,972,5,1,浦东新区
2788,日本料理,一心牛烧肉放题专门店（八佰伴店）,145,4,2,浦东新区
2789,日本料理,旬藏,214,4,0,长宁区
2790,其他美食,一间房茶庄,333,5,0,浦东新区
2791,其他美食,狠牛面馆,29,4,363,闵行区
2792,其他美食,陶然楼,18,4,75,黄浦区
2793,其他美食,顺风阁酒楼,59,4,0,青浦区
2794,其他美食,地锅传奇（花山路店）,41,4,1112,浦东新区
2795,其他美食,厚道家宴农家乐,81,4,1390,松江区
2796,其他美食,飘鹰·海鲜姿造,578,5,0,虹口区
2797,其他美食,大庄园农家乐,58,3,500,松江区
2798,其他美食,小丁香私房菜（龙胜路店）,63,4,827,金山区
2799,其他美食,蚝门人家特色生蚝,0,3,0,徐汇区
2800,其他美食,老地方（嘉定店）,58,4,259,嘉定区
2801,其他美食,666家常菜,32,3,272,黄浦区
2802,其他美食,临江鲜,0,3,0,虹口区
2803,其他美食,小厨娘&地锅炖,64,4,297,嘉定区
2804,其他美食,齐善素食（吉安路店）,40,4,4,黄浦区
2805,川湘菜,蜀江烤鱼（宝山万达店）,80,4,6145,宝山区
2806,川湘菜,蜀湘园酒楼,52,4,362,青浦区
2807,川湘菜,川悦味来（怒江北路店）,52,4,452,普陀区
2808,川湘菜,鲈渝·酸菜海鲈鱼（日月光店）,89,4,4,黄浦区
2809,川湘菜,川香饭店,40,4,33,宝山区
2810,川湘菜,蜀都冒菜,34,4,253,长宁区
2811,川湘菜,鱼悦龙萌（华江路美食城店）,59,3,0,闵行区
2812,川湘菜,维扬菜馆酸菜鱼,30,3,1,宝山区
2813,川湘菜,真锅瘾麻辣香锅（汇融天地店）,70,3,0,普陀区
2814,川湘菜,鼎湘味道（阿里中心店）,76,3,0,闵行区
2815,川湘菜,蜀山烤鱼（影视路店）,44,4,1023,松江区
2816,川湘菜,森森小厨,30,4,28,虹口区
2817,川湘菜,老长沙跳跳蛙（新会路店）,71,4,184,普陀区
2818,川湘菜,魔异锅坊,43,4,723,松江区
2819,川湘菜,重庆鸡公煲川夫烤鱼（顾唐路店）,32,4,443,浦东新区
2820,其他美食,焱格格云南雪菌老火锅（静安店）,168,5,20,静安区
2821,其他美食,代记老北京涮羊肉（浦仓路1店）,48,4,563,青浦区
2822,其他美食,九珍面谱（金桥公园店）,86,4,865,浦东新区
2823,其他美食,御·食珍 宫廷膳品,456,5,0,闵行区
2824,其他美食,皖南公社（卫零路店）,35,4,316,金山区
2825,其他美食,东方亚克西餐厅,71,4,418,静安区
2826,其他美食,瀛昌农家乐饭店（崇明前卫村店）,60,3,0,其他区
2827,其他美食,郭师傅 （殷高西路店）,57,4,326,宝山区
2828,其他美食,梅园邨酒家（卢湾金钟店）,116,4,498,黄浦区
2829,其他美食,夷和源客家菜（宝山万达店）,77,4,19,宝山区
2830,其他美食,享江南臻品徽菜（大华店）,79,4,389,宝山区
2831,其他美食,YOBA酸奶冰淇淋（万达广场宝山店）,29,4,1031,宝山区
2832,其他美食,夷和源客家菜（陆家嘴店）,97,4,0,浦东新区
2833,其他美食,鱼悦坊,43,4,423,浦东新区
2834,其他美食,徽珍源（潍坊路店）,81,4,549,浦东新区
2835,日本料理,乐座炉端烧肉居酒屋,305,4,8,浦东新区
2836,日本料理,阿福神ビリケン·日式烧肉,225,4,0,长宁区
2837,日本料理,AJIYA（仙霞路店）,186,4,34,长宁区
2838,日本料理,火鳥居酒屋,221,4,2,长宁区
2839,日本料理,味波烧鸟居酒屋,72,3,0,浦东新区
2840,日本料理,一味烧肉专门店（白玉兰广场店）,98,4,21,虹口区
2841,日本料理,久慈日本料理,185,4,3,宝山区
2842,日本料理,小確幸（周浦店）,73,4,17,浦东新区
2843,日本料理,旭豐和食（梅陇路店）,176,4,1,徐汇区
2844,日本料理,小锄匠寿喜烧（正大广场店）,109,4,14,浦东新区
2845,日本料理,松葉胡同日式炭烧,102,4,35,松江区
2846,日本料理,勝文字烧,74,3,6,浦东新区
2847,日本料理,御烧肉达人（凯德晶萃店）,313,5,0,黄浦区
2848,日本料理,将太无二（虹口龙之梦店）,121,4,38,虹口区
2849,日本料理,米多寿司（青浦店）,86,5,649,青浦区
2850,川湘菜,蜀江烤鱼（周浦万达店）,81,5,5749,浦东新区
2851,川湘菜,川乐小镇麻辣香锅（南汇店）,46,4,2407,浦东新区
2852,川湘菜,味觉麻辣香锅（三湘商业广场店）,46,4,1329,松江区
2853,川湘菜,鱼酷活力烤鱼（百联西郊购物中心店）,90,4,587,长宁区
2854,川湘菜,重庆鸡公煲（菊太路店）,40,4,106,宝山区
2855,川湘菜,湘味馆,40,4,173,松江区
2856,川湘菜,鱼酷活力烤鱼（五角场万达店）,76,4,436,杨浦区
2857,川湘菜,老地方（嘉定店）,58,4,259,嘉定区
2858,川湘菜,巫山烤全鱼重庆鸡公煲,48,4,242,长宁区
2859,川湘菜,鱼酷活力烤鱼（青浦吾悦店）,86,4,3685,青浦区
2860,川湘菜,江枫鱼火（共享区店）,54,4,988,浦东新区
2861,川湘菜,666家常菜,32,3,272,黄浦区
2862,川湘菜,许爷剁椒鱼头（打浦桥店）,140,5,1,黄浦区
2863,川湘菜,天天水煮鱼,57,4,131,浦东新区
2864,川湘菜,江南公社（红石路店）,57,4,797,嘉定区
2865,日本料理,一宗·深夜食堂（虹桥万科店）,140,4,16,闵行区
2866,日本料理,将太无二（虹口龙之梦店）,121,4,38,虹口区
2867,日本料理,米多寿司（青浦店）,86,5,649,青浦区
2868,日本料理,本里の烧肉日式炭烤专门店,119,4,17,闵行区
2869,日本料理,圆和日本料理（自助）,188,5,25,青浦区
2870,日本料理,APE Grill小猴烧肉丼,63,4,0,闵行区
2871,日本料理,胜世日式猪排（湖滨道店）,64,3,4,黄浦区
2872,日本料理,尺山寸水日料,163,4,0,闵行区
2873,日本料理,金崎铁板烧日本料理,128,5,7,长宁区
2874,日本料理,芮麒·日本料理（淮海路店）,102,0,2,黄浦区
2875,日本料理,季玄精致日本料理（闸北公园店）,214,5,1,静安区
2876,日本料理,泉之隐日式家庭料理居酒屋（五角场店）,99,4,25,杨浦区
2877,日本料理,mixi 烧烤小龙虾,103,4,0,浦东新区
2878,日本料理,才食兼备居酒屋（天物空间店）,103,4,4,浦东新区
2879,日本料理,土古里日式烤肉,176,4,0,长宁区
2880,其他美食,宇凡农家乐（崇明中兴镇店）,143,3,7,其他区
2881,其他美食,魔锅坊麻辣香锅（肇嘉浜路店）,50,4,334,徐汇区
2882,其他美食,曹府私房菜（常德路店）,98,4,93,静安区
2883,其他美食,宫品海参专卖店（静安店）,3048,4,5,静安区
2884,其他美食,老滋老味,77,4,252,浦东新区
2885,其他美食,亚伟酒楼,62,4,215,闵行区
2886,其他美食,皖荟·二十四节气,100,4,0,虹口区
2887,其他美食,金叠轩大酒店,119,4,91,浦东新区
2888,其他美食,融诚之·九牛二户（长风大悦城店）,105,5,344,普陀区
2889,其他美食,捣浆糊,227,4,0,长宁区
2890,其他美食,淮扬味道,74,4,222,静安区
2891,其他美食,闻道园进士第孚然主题餐厅,90,4,50,宝山区
2892,其他美食,元六生态农业专业合作社餐厅（南门店）,0,3,0,其他区
2893,其他美食,久久丫（川沙路8店）,30,4,260,浦东新区
2894,其他美食,春风松月楼（城隍庙店）,50,3,329,黄浦区
2895,川湘菜,三峡纸上烤鱼重庆鸡公煲（长兴岛店）,71,3,65,其他区
2896,川湘菜,溪雨观酸菜鱼（金杨路店）,58,4,6098,浦东新区
2897,川湘菜,鼎太鲜我家酸菜鱼,57,4,3577,青浦区
2898,川湘菜,鱼酷活力烤鱼（青浦宝龙店）,92,3,92,青浦区
2899,川湘菜,精悦蓉（乐颂坊精致生活广场店）,55,4,3194,松江区
2900,川湘菜,红辣椒（曹杨店）,81,5,3894,普陀区
2901,川湘菜,久久滴水洞湘菜馆（茂名南路店）,116,4,8,黄浦区
2902,川湘菜,百素我家酸菜鱼（安亭店）,59,4,6022,嘉定区
2903,川湘菜,俏江南·时尚昆曲餐厅（正大广场店）,127,5,5282,浦东新区
2904,川湘菜,鲈渝·酸菜海鲈鱼·海鲜小炒（东建路店）,88,4,91,浦东新区
2905,川湘菜,望湘园湖南菜（百联南桥店）,81,4,7599,奉贤区
2906,川湘菜,望湘园湖南菜（五角场店）,82,4,4659,杨浦区
2907,川湘菜,段成余龙虾烤鱼,0,3,0,青浦区
2908,川湘菜,有家酸菜鱼（上坤城市广场店）,55,4,2329,宝山区
2909,川湘菜,因味所依（宝山店）,51,4,3980,宝山区
2910,蛋糕甜点,Amy Bread艾米.面包（金汇店）,19,4,1013,奉贤区
2911,蛋糕甜点,麦香手感烘焙,37,4,116,宝山区
2912,蛋糕甜点,金麦香蛋糕私房烘焙,0,5,70,青浦区
2913,蛋糕甜点,豫园万丽酒店·豫吧,124,4,190,黄浦区
2914,蛋糕甜点,香诺（北石路店）,18,4,46,普陀区
2915,蛋糕甜点,in the room林间小屋·面包坊,37,4,225,静安区
2916,蛋糕甜点,上海浦东假日酒店逸庭咖啡厅,88,5,179,浦东新区
2917,蛋糕甜点,拾月咖啡,49,5,1001,金山区
2918,蛋糕甜点,东怡大酒店翠玲珑（东怡店）,192,4,359,浦东新区
2919,蛋糕甜点,SPICCO意式酒吧餐厅（绿地金御广场店）,119,4,157,松江区
2920,蛋糕甜点,乡榔烘焙（纪王店）,0,4,26,闵行区
2921,蛋糕甜点,摩尼卡（朱泾店）,0,4,92,金山区
2922,蛋糕甜点,ChewyJunior秋尼尔泡芙家族（光启城时尚购物中心店）,28,4,85,徐汇区
2923,蛋糕甜点,火车栈,77,4,106,闵行区
2924,蛋糕甜点,索菲特海仑宾馆·莫赛克餐厅,232,4,53,黄浦区
2925,日本料理,青森料理,58,3,1,宝山区
2926,日本料理,和风铁板料理（百盛莘庄店）,52,4,522,闵行区
2927,日本料理,寿司阁（第六区折扣店）,80,5,263,宝山区
2928,日本料理,蒲葉和风料理（青浦宝龙广场店）,98,3,4,青浦区
2929,日本料理,串兵卫居酒屋,117,4,4,浦东新区
2930,日本料理,君之味居酒屋,81,4,12,徐汇区
2931,日本料理,酒一碳火料理居酒屋,126,4,2,静安区
2932,日本料理,烧肉的炎太·牛繁（大华店）,116,4,7,宝山区
2933,日本料理,蘭亭三代目·放题料理,149,3,5,徐汇区
2934,日本料理,藤匠鱼生·料理,260,5,0,长宁区
2935,日本料理,武藏野（环球港店）,52,4,177,普陀区
2936,日本料理,大野本家·拉面（松江万达店）,44,4,0,松江区
2937,日本料理,游香食乐日式咖喱餐厅（百联世纪店）,69,4,4,浦东新区
2938,日本料理,匠品满福屋（华侨城店）,106,4,0,闵行区
2939,日本料理,喜樂屋居酒屋（武夷路店）,118,4,10,长宁区
2940,川湘菜,蜀岳轩麻辣香锅,53,4,2,杨浦区
2941,川湘菜,品安煲重庆鸡公煲,42,5,1883,闵行区
2942,川湘菜,望湘园湖南菜（金山万达店）,73,4,3972,金山区
2943,川湘菜,粗菜淡饭（金海店）,49,4,1391,浦东新区
2944,川湘菜,重庆鸡公煲（打虎山路店）,56,4,687,杨浦区
2945,川湘菜,重庆我家酸菜鱼【三林店】,56,4,2043,浦东新区
2946,川湘菜,山城轩火锅,59,5,438,宝山区
2947,川湘菜,俏江南（长风大悦城店）,110,4,1328,普陀区
2948,川湘菜,九度湘菜（虹桥良华购物广场店）,63,3,1808,闵行区
2949,川湘菜,梁记粥铺（开元地中海店）,49,4,2712,松江区
2950,川湘菜,望湘园湖南菜（大宁店）,81,4,5353,静安区
2951,川湘菜,百岁我家·酸菜鱼专门店（金沙江路丰庄店）,65,4,1905,嘉定区
2952,川湘菜,熊喵四川麻辣香锅（汇智国际商业中心店）,43,4,725,浦东新区
2953,川湘菜,恰麻辣香锅（云雅路店）,42,4,955,浦东新区
2954,川湘菜,江南公社（塔城路店）,63,4,2627,嘉定区
2955,其他美食,巡味,323,5,1,黄浦区
2956,其他美食,家在塔啦·家在蒙古,102,5,1739,徐汇区
2957,其他美食,西林素斋,58,5,370,松江区
2958,其他美食,茗莊汇,846,4,0,浦东新区
2959,其他美食,新河大酒店（新河镇店）,82,5,160,崇明区
2960,其他美食,瓜牛（1088广场店）,35,5,46,浦东新区
2961,其他美食,海逸海鲜酒家（江苏路店）,186,4,49,长宁区
2962,其他美食,传奇膳庄,66,4,101,浦东新区
2963,其他美食,Zoo Coffee（天钥桥路店）,37,4,38,徐汇区
2964,其他美食,veggie house 三味蔬屋素食餐厅,79,5,438,浦东新区
2965,其他美食,名鸿宴,38,4,38,松江区
2966,其他美食,老土灶（杨浦店）,52,3,236,杨浦区
2967,其他美食,品粹生态餐饮,166,4,35,黄浦区
2968,其他美食,喜悦来农家菜,57,4,66,嘉定区
2969,其他美食,古都鸭王（万科海上传奇店）,79,3,170,浦东新区
2970,其他美食,千岛缘酒家,74,5,377,浦东新区
2971,其他美食,庄行李记羊肉馆（庄行店）,68,4,110,奉贤区
2972,其他美食,东怡大酒店翠玲珑（东怡店）,192,4,359,浦东新区
2973,其他美食,老北京烤鸭王（福海路店）,54,4,92,嘉定区
2974,其他美食,农屋里香（闵行店）,71,4,193,闵行区
2975,其他美食,ChewyJunior秋尼尔泡芙家族（光启城时尚购物中心店）,28,4,85,徐汇区
2976,其他美食,百狮楼土家菜馆,69,3,53,松江区
2977,其他美食,妈咪泰料（长乐路店）,95,4,14,静安区
2978,其他美食,兄弟私房菜,63,4,146,宝山区
2979,其他美食,鑫亮酒家私房菜（汾西路店）,58,4,77,静安区
2980,其他美食,博望坡餐厅（漕溪路店）,75,4,53,徐汇区
2981,其他美食,Geneva日内瓦亲子餐厅,140,4,14,长宁区
2982,其他美食,上海大厦大堂吧,82,4,681,虹口区
2983,其他美食,一品香农家坊,60,5,55,浦东新区
2984,其他美食,Momochitl美式爆米花专卖店（金虹桥国际中心店）,30,4,9,长宁区
2985,江浙菜,威港酒楼寿州农家菜,30,0,0,嘉定区
2986,江浙菜,聚荟·上海料理（徐汇正大店）,106,4,71,徐汇区
2987,江浙菜,宫饌,114,4,7,浦东新区
2988,江浙菜,梧桐汇,116,4,1,嘉定区
2989,江浙菜,绿廷苑酒店,83,4,1,虹口区
2990,江浙菜,大别山土菜烤鱼,39,3,0,宝山区
2991,江浙菜,农家土菜,35,3,1,松江区
2992,江浙菜,五马街大酒店,159,3,4,嘉定区
2993,江浙菜,是荷·本帮融合餐厅（新场古镇店）,78,5,827,浦东新区
2994,江浙菜,江南家宴,74,3,0,松江区
2995,江浙菜,徽粤轩,121,3,0,嘉定区
2996,江浙菜,老好人象山海鲜（通河路店）,80,4,17,宝山区
2997,江浙菜,舅家崇明原生态食府（古北店）,152,4,9,长宁区
2998,江浙菜,金翠三味轩,100,3,1,浦东新区
2999,江浙菜,好人家酒店,110,5,205,金山区
3000,川湘菜,俏江南（恒基名人购物中心店）,107,4,4285,黄浦区
3001,川湘菜,椒宴川沪海鲜经典菜,49,4,1333,松江区
